date,category,date,value,label
2018-06-16,MUNI Feedback,2018-06-16,27,0
2018-06-16,Noise Report,2018-06-16,19,0
2018-06-16,Parking Enforcement,2018-06-16,128,0
2018-06-16,Rec and Park Requests,2018-06-16,18,0
2018-06-16,Residential Building Request,2018-06-16,1,0
2018-06-16,SFHA Requests,2018-06-16,4,0
2018-06-16,Sewer Issues,2018-06-16,18,0
2018-06-16,Sidewalk or Curb,2018-06-16,13,0
2018-06-16,Sign Repair,2018-06-16,11,0
2018-06-16,Street Defects,2018-06-16,10,0
2018-06-16,Street and Sidewalk Cleaning,2018-06-16,356,0
2018-06-16,Streetlights,2018-06-16,3,0
2018-06-16,Temporary Sign Request,2018-06-16,1,0
2018-06-16,Tree Maintenance,2018-06-16,32,0
2018-06-17,Abandoned Vehicle,2018-06-17,37,0
2018-06-17,Blocked Street or SideWalk,2018-06-17,5,0
2018-06-17,Damaged Property,2018-06-17,12,0
2018-06-17,Encampments,2018-06-17,193,0
2018-06-17,General Request - ASSESSOR RECORDER,2018-06-17,1,0
2018-06-17,General Request - BOARD OF SUPERVISORS,2018-06-17,1,0
2018-06-17,General Request - BUILDING INSPECTION,2018-06-17,4,0
2018-06-17,General Request - COUNTY CLERK,2018-06-17,2,0
2018-06-17,General Request - DPH,2018-06-17,4,0
2018-06-17,General Request - ENVIRONMENT,2018-06-17,1,0
2018-06-17,General Request - MTA,2018-06-17,8,0
2018-06-17,General Request - OCC,2018-06-17,1,0
2018-06-17,General Request - PUBLIC WORKS,2018-06-17,38,0
2018-06-17,General Request - PUC,2018-06-17,3,0
2018-06-17,Graffiti,2018-06-17,179,0
2018-06-17,Homeless Concerns,2018-06-17,134,0
2018-06-17,Illegal Postings,2018-06-17,13,0
2018-06-17,Litter Receptacles,2018-06-17,22,0
2018-06-17,MUNI Feedback,2018-06-17,31,0
2018-06-17,Noise Report,2018-06-17,14,0
2018-06-17,Parking Enforcement,2018-06-17,91,0
2018-06-17,Rec and Park Requests,2018-06-17,13,0
2018-06-17,SFHA Requests,2018-06-17,1,0
2018-06-17,Sewer Issues,2018-06-17,11,0
2018-06-17,Sidewalk or Curb,2018-06-17,12,0
2018-06-17,Sign Repair,2018-06-17,17,0
2018-06-17,Street Defects,2018-06-17,13,0
2018-06-17,Street and Sidewalk Cleaning,2018-06-17,386,0
2018-06-17,Streetlights,2018-06-17,7,0
2018-06-17,Temporary Sign Request,2018-06-17,2,0
2018-06-17,Tree Maintenance,2018-06-17,19,0
2018-06-18,311 External Request,2018-06-18,1,0
2018-06-18,Abandoned Vehicle,2018-06-18,112,0
2018-06-18,Blocked Street or SideWalk,2018-06-18,12,0
2018-06-18,Catch Basin Maintenance,2018-06-18,1,0
2018-06-18,Color Curb,2018-06-18,6,0
2018-06-18,DPW Volunteer Programs,2018-06-18,1,0
2018-06-18,Damaged Property,2018-06-18,34,0
2018-06-18,Encampments,2018-06-18,265,0
2018-06-18,General Request - 311CUSTOMERSERVICECENTER,2018-06-18,7,0
2018-06-18,General Request - ANIMAL CARE CONTROL,2018-06-18,2,0
2018-06-18,General Request - ASSESSOR RECORDER,2018-06-18,4,0
2018-06-18,General Request - BUILDING INSPECTION,2018-06-18,9,0
2018-06-18,General Request - COUNTY CLERK,2018-06-18,15,0
2018-06-18,General Request - DPH,2018-06-18,9,0
2018-06-18,General Request - FIRE DEPARTMENT,2018-06-18,3,0
2018-06-18,General Request - MOCD,2018-06-18,1,0
2018-06-18,General Request - MONS,2018-06-18,1,0
2018-06-18,General Request - MTA,2018-06-18,28,0
2018-06-18,General Request - PLANNING,2018-06-18,5,0
2018-06-18,General Request - PUBLIC WORKS,2018-06-18,49,0
2018-06-18,General Request - PUC,2018-06-18,12,0
2018-06-18,General Request - REAL ESTATE DEPARTMENT,2018-06-18,1,0
2018-06-18,General Request - TT COLLECTOR,2018-06-18,1,0
2018-06-18,Graffiti,2018-06-18,261,0
2018-06-18,Homeless Concerns,2018-06-18,170,0
2018-06-18,Illegal Postings,2018-06-18,22,0
2018-06-18,Litter Receptacles,2018-06-18,36,0
2018-06-18,MUNI Feedback,2018-06-18,64,0
2018-06-18,Noise Report,2018-06-18,11,0
2018-06-18,Parking Enforcement,2018-06-18,137,0
2018-06-18,Rec and Park Requests,2018-06-18,17,0
2018-06-18,Residential Building Request,2018-06-18,5,0
2018-06-18,SFHA Requests,2018-06-18,2,0
2018-06-18,Sewer Issues,2018-06-18,21,0
2018-06-18,Sidewalk or Curb,2018-06-18,21,0
2018-06-18,Sign Repair,2018-06-18,21,0
2018-06-18,Street Defects,2018-06-18,22,0
2018-06-18,Street and Sidewalk Cleaning,2018-06-18,604,0
2018-06-18,Streetlights,2018-06-18,8,0
2018-06-18,Temporary Sign Request,2018-06-18,8,0
2018-06-18,Tree Maintenance,2018-06-18,35,0
2018-06-19,311 External Request,2018-06-19,2,0
2018-06-19,Abandoned Vehicle,2018-06-19,89,0
2018-06-19,Blocked Street or SideWalk,2018-06-19,7,0
2018-06-19,Color Curb,2018-06-19,2,0
2018-06-19,DPW Volunteer Programs,2018-06-19,1,0
2018-06-19,Damaged Property,2018-06-19,42,0
2018-06-19,Encampments,2018-06-19,265,0
2018-06-19,General Request - 311CUSTOMERSERVICECENTER,2018-06-19,1,0
2018-06-19,General Request - ASSESSOR RECORDER,2018-06-19,2,0
2018-06-19,General Request - BUILDING INSPECTION,2018-06-19,9,0
2018-06-19,General Request - COUNTY CLERK,2018-06-19,9,0
2018-06-19,General Request - DPH,2018-06-19,8,0
2018-06-19,General Request - DTIS,2018-06-19,1,0
2018-06-19,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,2018-06-19,1,0
2018-06-19,General Request - MTA,2018-06-19,24,0
2018-06-19,General Request - PUBLIC WORKS,2018-06-19,51,0
2018-06-19,General Request - PUC,2018-06-19,6,0
2018-06-19,General Request - TT COLLECTOR,2018-06-19,3,0
2018-06-19,Graffiti,2018-06-19,170,0
2018-06-19,Homeless Concerns,2018-06-19,163,0
2018-06-19,Illegal Postings,2018-06-19,22,0
2018-06-19,Litter Receptacles,2018-06-19,20,0
2018-06-19,MUNI Feedback,2018-06-19,91,0
2018-06-19,Noise Report,2018-06-19,20,0
2018-06-19,Parking Enforcement,2018-06-19,148,0
2018-06-19,Rec and Park Requests,2018-06-19,30,0
2018-06-19,Residential Building Request,2018-06-19,6,0
2018-06-19,SFHA Requests,2018-06-19,1,0
2018-06-19,Sewer Issues,2018-06-19,21,0
2018-06-19,Sidewalk or Curb,2018-06-19,29,0
2018-06-19,Sign Repair,2018-06-19,16,0
2018-06-19,Street Defects,2018-06-19,27,0
2018-06-19,Street and Sidewalk Cleaning,2018-06-19,577,0
2018-06-19,Streetlights,2018-06-19,16,0
2018-06-19,Temporary Sign Request,2018-06-19,9,0
2018-06-19,Tree Maintenance,2018-06-19,40,0
2018-06-20,311 External Request,2018-06-20,2,0
2018-06-20,Abandoned Vehicle,2018-06-20,101,0
2018-06-20,Blocked Street or SideWalk,2018-06-20,11,0
2018-06-20,Catch Basin Maintenance,2018-06-20,1,0
2018-06-20,Color Curb,2018-06-20,3,0
2018-06-20,Damaged Property,2018-06-20,31,0
2018-06-20,Encampments,2018-06-20,261,0
2018-06-20,General Request - 311CUSTOMERSERVICECENTER,2018-06-20,6,0
2018-06-20,General Request - ANIMAL CARE CONTROL,2018-06-20,1,0
2018-06-20,General Request - ASSESSOR RECORDER,2018-06-20,3,0
2018-06-20,General Request - BUILDING INSPECTION,2018-06-20,9,0
2018-06-20,General Request - CENTRAL SHOPS,2018-06-20,1,0
2018-06-20,General Request - COUNTY CLERK,2018-06-20,8,0
2018-06-20,General Request - DPH,2018-06-20,7,0
2018-06-20,General Request - MTA,2018-06-20,19,0
2018-06-20,General Request - PUBLIC WORKS,2018-06-20,42,0
2018-06-20,General Request - PUC,2018-06-20,8,0
2018-06-20,General Request - TT COLLECTOR,2018-06-20,3,0
2018-06-20,Graffiti,2018-06-20,261,0
2018-06-20,Homeless Concerns,2018-06-20,125,0
2018-06-20,Illegal Postings,2018-06-20,34,0
2018-06-20,Litter Receptacles,2018-06-20,27,0
2018-06-20,MUNI Feedback,2018-06-20,67,0
2018-06-20,Noise Report,2018-06-20,15,0
2018-06-20,Parking Enforcement,2018-06-20,125,0
2018-06-20,Rec and Park Requests,2018-06-20,23,0
2018-06-20,Residential Building Request,2018-06-20,4,0
2018-06-20,Sewer Issues,2018-06-20,27,0
2018-06-20,Sidewalk or Curb,2018-06-20,16,0
2018-06-20,Sign Repair,2018-06-20,17,0
2018-06-20,Street Defects,2018-06-20,20,0
2018-06-20,Street and Sidewalk Cleaning,2018-06-20,552,0
2018-06-20,Streetlights,2018-06-20,9,0
2018-06-20,Temporary Sign Request,2018-06-20,9,0
2018-06-20,Tree Maintenance,2018-06-20,46,0
2018-06-21,311 External Request,2018-06-21,2,0
2018-06-21,Abandoned Vehicle,2018-06-21,101,0
2018-06-21,Blocked Street or SideWalk,2018-06-21,16,0
2018-06-21,Catch Basin Maintenance,2018-06-21,1,0
2018-06-21,Color Curb,2018-06-21,3,0
2018-06-21,Damaged Property,2018-06-21,29,0
2018-06-21,Encampments,2018-06-21,178,0
2018-06-21,General Request - 311CUSTOMERSERVICECENTER,2018-06-21,1,0
2018-06-21,General Request - AGING ADULT SERVICES,2018-06-21,1,0
2018-06-21,General Request - ANIMAL CARE CONTROL,2018-06-21,1,0
2018-06-21,General Request - ASSESSOR RECORDER,2018-06-21,1,0
2018-06-21,General Request - BUILDING INSPECTION,2018-06-21,3,0
2018-06-21,General Request - CENTRAL SHOPS,2018-06-21,1,0
2018-06-21,General Request - COUNTY CLERK,2018-06-21,7,0
2018-06-21,General Request - DPH,2018-06-21,13,0
2018-06-21,General Request - FIRE DEPARTMENT,2018-06-21,1,0
2018-06-21,General Request - HUMAN RIGHTS COMMISSION,2018-06-21,1,0
2018-06-21,General Request - MONS,2018-06-21,1,0
2018-06-21,General Request - MTA,2018-06-21,31,0
2018-06-21,General Request - PLANNING,2018-06-21,2,0
2018-06-21,General Request - PORT AUTHORITY,2018-06-21,1,0
2018-06-21,General Request - PUBLIC WORKS,2018-06-21,41,0
2018-06-21,General Request - PUC,2018-06-21,11,0
2018-06-21,General Request - TT COLLECTOR,2018-06-21,4,0
2018-06-21,Graffiti,2018-06-21,171,0
2018-06-21,Homeless Concerns,2018-06-21,122,0
2018-06-21,Illegal Postings,2018-06-21,14,0
2018-06-21,Litter Receptacles,2018-06-21,23,0
2018-06-21,MUNI Feedback,2018-06-21,84,0
2018-06-21,Noise Report,2018-06-21,23,0
2018-06-21,Parking Enforcement,2018-06-21,157,0
2018-06-21,Rec and Park Requests,2018-06-21,21,0
2018-06-21,Residential Building Request,2018-06-21,8,0
2018-06-21,Sewer Issues,2018-06-21,32,0
2018-06-21,Sidewalk or Curb,2018-06-21,27,0
2018-06-21,Sign Repair,2018-06-21,25,0
2018-06-21,Street Defects,2018-06-21,42,0
2018-06-21,Street and Sidewalk Cleaning,2018-06-21,505,0
2018-06-21,Streetlights,2018-06-21,13,0
2018-06-21,Temporary Sign Request,2018-06-21,4,0
2018-06-21,Tree Maintenance,2018-06-21,40,0
2018-06-22,Abandoned Vehicle,2018-06-22,74,0
2018-06-22,Blocked Street or SideWalk,2018-06-22,7,0
2018-06-22,Color Curb,2018-06-22,3,0
2018-06-22,Damaged Property,2018-06-22,46,0
2018-06-22,Encampments,2018-06-22,226,0
2018-06-22,General Request - 311CUSTOMERSERVICECENTER,2018-06-22,4,0
2018-06-22,General Request - ASSESSOR RECORDER,2018-06-22,2,0
2018-06-22,General Request - BOARD OF SUPERVISORS,2018-06-22,1,0
2018-06-22,General Request - BUILDING INSPECTION,2018-06-22,4,0
2018-06-22,General Request - COUNTY CLERK,2018-06-22,9,0
2018-06-22,General Request - DPH,2018-06-22,7,0
2018-06-22,General Request - FIRE DEPARTMENT,2018-06-22,1,0
2018-06-22,General Request - MTA,2018-06-22,28,0
2018-06-22,General Request - PUBLIC WORKS,2018-06-22,40,0
2018-06-22,General Request - PUC,2018-06-22,4,0
2018-06-22,General Request - SHORT TERM RENTALS,2018-06-22,1,0
2018-06-22,General Request - TT COLLECTOR,2018-06-22,3,0
2018-06-22,Graffiti,2018-06-22,234,0
2018-06-22,Homeless Concerns,2018-06-22,132,0
2018-06-22,Illegal Postings,2018-06-22,15,0
2018-06-22,Litter Receptacles,2018-06-22,29,0
2018-06-22,MUNI Feedback,2018-06-22,71,0
2018-06-22,Noise Report,2018-06-22,19,0
2018-06-22,Parking Enforcement,2018-06-22,164,0
2018-06-22,Rec and Park Requests,2018-06-22,22,0
2018-06-22,Residential Building Request,2018-06-22,2,0
2018-06-22,SFHA Requests,2018-06-22,3,0
2018-06-22,Sewer Issues,2018-06-22,18,0
2018-06-22,Sidewalk or Curb,2018-06-22,14,0
2018-06-22,Sign Repair,2018-06-22,14,0
2018-06-22,Street Defects,2018-06-22,11,0
2018-06-22,Street and Sidewalk Cleaning,2018-06-22,450,0
2018-06-22,Streetlights,2018-06-22,9,0
2018-06-22,Temporary Sign Request,2018-06-22,7,0
2018-06-22,Tree Maintenance,2018-06-22,47,0
2018-06-23,311 External Request,2018-06-23,2,0
2018-06-23,Abandoned Vehicle,2018-06-23,32,0
2018-06-23,Blocked Street or SideWalk,2018-06-23,3,0
2018-06-23,DPW Volunteer Programs,2018-06-23,1,0
2018-06-23,Damaged Property,2018-06-23,29,0
2018-06-23,Encampments,2018-06-23,164,0
2018-06-23,General Request - 311CUSTOMERSERVICECENTER,2018-06-23,1,0
2018-06-23,General Request - BOARD OF SUPERVISORS,2018-06-23,1,0
2018-06-23,General Request - COUNTY CLERK,2018-06-23,1,0
2018-06-23,General Request - DPH,2018-06-23,3,0
2018-06-23,General Request - MTA,2018-06-23,11,0
2018-06-23,General Request - PUBLIC WORKS,2018-06-23,26,0
2018-06-23,General Request - PUC,2018-06-23,6,0
2018-06-23,General Request - SFPD,2018-06-23,1,0
2018-06-23,Graffiti,2018-06-23,144,0
2018-06-23,Homeless Concerns,2018-06-23,114,0
2018-06-23,Illegal Postings,2018-06-23,4,0
2018-06-23,Litter Receptacles,2018-06-23,21,0
2018-06-23,MUNI Feedback,2018-06-23,52,0
2018-06-23,Noise Report,2018-06-23,26,0
2018-06-23,Parking Enforcement,2018-06-23,152,0
2018-06-23,Rec and Park Requests,2018-06-23,27,0
2018-06-23,Residential Building Request,2018-06-23,4,0
2018-06-23,SFHA Requests,2018-06-23,3,0
2018-06-23,Sewer Issues,2018-06-23,19,0
2018-06-23,Sidewalk or Curb,2018-06-23,16,0
2018-06-23,Sign Repair,2018-06-23,14,0
2018-06-23,Street Defects,2018-06-23,15,0
2018-06-23,Street and Sidewalk Cleaning,2018-06-23,444,0
2018-06-23,Streetlights,2018-06-23,4,0
2018-06-23,Tree Maintenance,2018-06-23,23,0
2018-06-24,311 External Request,2018-06-24,2,0
2018-06-24,Abandoned Vehicle,2018-06-24,37,0
2018-06-24,Blocked Street or SideWalk,2018-06-24,2,0
2018-06-24,Color Curb,2018-06-24,1,0
2018-06-24,Damaged Property,2018-06-24,10,0
2018-06-24,Encampments,2018-06-24,145,0
2018-06-24,General Request - ASSESSOR RECORDER,2018-06-24,1,0
2018-06-24,General Request - BOARD OF SUPERVISORS,2018-06-24,1,0
2018-06-24,General Request - BUILDING INSPECTION,2018-06-24,2,0
2018-06-24,General Request - DPH,2018-06-24,2,0
2018-06-24,General Request - MOCD,2018-06-24,1,0
2018-06-24,General Request - MTA,2018-06-24,10,0
2018-06-24,General Request - PUBLIC WORKS,2018-06-24,11,0
2018-06-24,General Request - PUC,2018-06-24,3,0
2018-06-24,Graffiti,2018-06-24,125,0
2018-06-24,Homeless Concerns,2018-06-24,92,0
2018-06-24,Illegal Postings,2018-06-24,3,0
2018-06-24,Litter Receptacles,2018-06-24,11,0
2018-06-24,MUNI Feedback,2018-06-24,42,0
2018-06-24,Noise Report,2018-06-24,29,0
2018-06-24,Parking Enforcement,2018-06-24,155,0
2018-06-24,Rec and Park Requests,2018-06-24,39,0
2018-06-24,Residential Building Request,2018-06-24,3,0
2018-06-24,SFHA Requests,2018-06-24,4,0
2018-06-24,Sewer Issues,2018-06-24,22,0
2018-06-24,Sidewalk or Curb,2018-06-24,4,0
2018-06-24,Sign Repair,2018-06-24,6,0
2018-06-24,Street Defects,2018-06-24,17,0
2018-06-24,Street and Sidewalk Cleaning,2018-06-24,440,0
2018-06-24,Streetlights,2018-06-24,5,0
2018-06-24,Temporary Sign Request,2018-06-24,1,0
2018-06-24,Tree Maintenance,2018-06-24,16,0
2018-06-25,311 External Request,2018-06-25,3,0
2018-06-25,Abandoned Vehicle,2018-06-25,113,0
2018-06-25,Blocked Street or SideWalk,2018-06-25,14,0
2018-06-25,Catch Basin Maintenance,2018-06-25,1,0
2018-06-25,Color Curb,2018-06-25,3,0
2018-06-25,DPW Volunteer Programs,2018-06-25,2,0
2018-06-25,Damaged Property,2018-06-25,23,0
2018-06-25,Encampments,2018-06-25,242,0
2018-06-25,General Request - 311CUSTOMERSERVICECENTER,2018-06-25,3,0
2018-06-25,General Request - ANIMAL CARE CONTROL,2018-06-25,3,0
2018-06-25,General Request - ASSESSOR RECORDER,2018-06-25,2,0
2018-06-25,General Request - BUILDING INSPECTION,2018-06-25,2,0
2018-06-25,General Request - CENTRAL SHOPS,2018-06-25,1,0
2018-06-25,General Request - CONTRACT ADMINISTRATION,2018-06-25,1,0
2018-06-25,General Request - COUNTY CLERK,2018-06-25,7,0
2018-06-25,General Request - DPH,2018-06-25,12,0
2018-06-25,General Request - ENVIRONMENT,2018-06-25,1,0
2018-06-25,General Request - FIRE DEPARTMENT,2018-06-25,1,0
2018-06-25,General Request - MTA,2018-06-25,23,0
2018-06-25,General Request - PUBLIC WORKS,2018-06-25,36,0
2018-06-25,General Request - PUC,2018-06-25,9,0
2018-06-25,General Request - SFPD,2018-06-25,1,0
2018-06-25,General Request - TT COLLECTOR,2018-06-25,4,0
2018-06-25,Graffiti,2018-06-25,189,0
2018-06-25,Homeless Concerns,2018-06-25,189,0
2018-06-25,Illegal Postings,2018-06-25,20,0
2018-06-25,Litter Receptacles,2018-06-25,35,0
2018-06-25,MUNI Feedback,2018-06-25,73,0
2018-06-25,Noise Report,2018-06-25,27,0
2018-06-25,Parking Enforcement,2018-06-25,123,0
2018-06-25,Rec and Park Requests,2018-06-25,31,0
2018-06-25,Residential Building Request,2018-06-25,11,0
2018-06-25,SFHA Requests,2018-06-25,1,0
2018-06-25,Sewer Issues,2018-06-25,24,0
2018-06-25,Sidewalk or Curb,2018-06-25,10,0
2018-06-25,Sign Repair,2018-06-25,27,0
2018-06-25,Street Defects,2018-06-25,21,0
2018-06-25,Street and Sidewalk Cleaning,2018-06-25,568,0
2018-06-25,Streetlights,2018-06-25,11,0
2018-06-25,Temporary Sign Request,2018-06-25,9,0
2018-06-25,Tree Maintenance,2018-06-25,36,0
2018-06-26,Abandoned Vehicle,2018-06-26,116,0
2018-06-26,Blocked Street or SideWalk,2018-06-26,14,0
2018-06-26,Color Curb,2018-06-26,1,0
2018-06-26,DPW Volunteer Programs,2018-06-26,1,0
2018-06-26,Damaged Property,2018-06-26,26,0
2018-06-26,Encampments,2018-06-26,268,0
2018-06-26,General Request - 311CUSTOMERSERVICECENTER,2018-06-26,6,0
2018-06-26,General Request - ANIMAL CARE CONTROL,2018-06-26,1,0
2018-06-26,General Request - ASSESSOR RECORDER,2018-06-26,1,0
2018-06-26,General Request - BUILDING INSPECTION,2018-06-26,11,0
2018-06-26,General Request - COUNTY CLERK,2018-06-26,10,0
2018-06-26,General Request - DPH,2018-06-26,9,0
2018-06-26,General Request - HSH,2018-06-26,1,0
2018-06-26,General Request - HUMAN SERVICES AGENCY,2018-06-26,1,0
2018-06-26,General Request - MTA,2018-06-26,38,0
2018-06-26,General Request - PLANNING,2018-06-26,1,0
2018-06-26,General Request - PORT AUTHORITY,2018-06-26,2,0
2018-06-26,General Request - PUBLIC WORKS,2018-06-26,35,0
2018-06-26,General Request - PUC,2018-06-26,12,0
2018-06-26,General Request - TT COLLECTOR,2018-06-26,2,0
2018-06-26,Graffiti,2018-06-26,342,0
2018-06-26,Homeless Concerns,2018-06-26,139,0
2018-06-26,Illegal Postings,2018-06-26,27,0
2018-06-26,Litter Receptacles,2018-06-26,29,0
2018-06-26,MUNI Feedback,2018-06-26,91,0
2018-06-26,Noise Report,2018-06-26,10,0
2018-06-26,Parking Enforcement,2018-06-26,137,0
2018-06-26,Rec and Park Requests,2018-06-26,21,0
2018-06-26,Residential Building Request,2018-06-26,7,0
2018-06-26,SFHA Requests,2018-06-26,5,0
2018-06-26,Sewer Issues,2018-06-26,28,0
2018-06-26,Sidewalk or Curb,2018-06-26,33,0
2018-06-26,Sign Repair,2018-06-26,22,0
2018-06-26,Street Defects,2018-06-26,21,0
2018-06-26,Street and Sidewalk Cleaning,2018-06-26,603,0
2018-06-26,Streetlights,2018-06-26,15,0
2018-06-26,Temporary Sign Request,2018-06-26,15,0
2018-06-26,Tree Maintenance,2018-06-26,23,0
2018-06-27,Abandoned Vehicle,2018-06-27,106,0
2018-06-27,Blocked Street or SideWalk,2018-06-27,6,0
2018-06-27,Catch Basin Maintenance,2018-06-27,1,0
2018-06-27,Color Curb,2018-06-27,2,0
2018-06-27,Damaged Property,2018-06-27,25,0
2018-06-27,Encampments,2018-06-27,272,0
2018-06-27,General Request - 311CUSTOMERSERVICECENTER,2018-06-27,6,0
2018-06-27,General Request - ANIMAL CARE CONTROL,2018-06-27,1,0
2018-06-27,General Request - ASSESSOR RECORDER,2018-06-27,2,0
2018-06-27,General Request - BUILDING INSPECTION,2018-06-27,7,0
2018-06-27,General Request - COUNTY CLERK,2018-06-27,10,0
2018-06-27,General Request - DPH,2018-06-27,12,0
2018-06-27,General Request - ECONOMICS AND WORKFORCE DEVELOPMENT,2018-06-27,1,0
2018-06-27,General Request - LIBRARY PUBLIC,2018-06-27,1,0
2018-06-27,General Request - MONS,2018-06-27,1,0
2018-06-27,General Request - MTA,2018-06-27,26,0
2018-06-27,General Request - PUBLIC WORKS,2018-06-27,35,0
2018-06-27,General Request - PUC,2018-06-27,7,0
2018-06-27,General Request - TT COLLECTOR,2018-06-27,2,0
2018-06-27,Graffiti,2018-06-27,210,0
2018-06-27,Homeless Concerns,2018-06-27,154,0
2018-06-27,Illegal Postings,2018-06-27,13,0
2018-06-27,Litter Receptacles,2018-06-27,38,0
2018-06-27,MUNI Feedback,2018-06-27,90,0
2018-06-27,Noise Report,2018-06-27,20,0
2018-06-27,Parking Enforcement,2018-06-27,186,0
2018-06-27,Rec and Park Requests,2018-06-27,18,0
2018-06-27,Residential Building Request,2018-06-27,10,0
2018-06-27,SFHA Requests,2018-06-27,6,0
2018-06-27,Sewer Issues,2018-06-27,21,0
2018-06-27,Sidewalk or Curb,2018-06-27,27,0
2018-06-27,Sign Repair,2018-06-27,20,0
2018-06-27,Street Defects,2018-06-27,23,0
2018-06-27,Street and Sidewalk Cleaning,2018-06-27,552,0
2018-06-27,Streetlights,2018-06-27,3,0
2018-06-27,Temporary Sign Request,2018-06-27,6,0
2018-06-27,Tree Maintenance,2018-06-27,35,0
2018-06-28,311 External Request,2018-06-28,2,0
2018-06-28,Abandoned Vehicle,2018-06-28,104,0
2018-06-28,Blocked Street or SideWalk,2018-06-28,25,0
2018-06-28,Color Curb,2018-06-28,5,0
2018-06-28,DPW Volunteer Programs,2018-06-28,1,0
2018-06-28,Damaged Property,2018-06-28,23,0
2018-06-28,Encampments,2018-06-28,276,0
2018-06-28,General Request - 311CUSTOMERSERVICECENTER,2018-06-28,6,0
2018-06-28,General Request - ANIMAL CARE CONTROL,2018-06-28,3,0
2018-06-28,General Request - ART COMMISSION,2018-06-28,1,0
2018-06-28,General Request - ASSESSOR RECORDER,2018-06-28,1,0
2018-06-28,General Request - BUILDING INSPECTION,2018-06-28,1,0
2018-06-28,General Request - CITY HALL,2018-06-28,2,0
2018-06-28,General Request - COUNTY CLERK,2018-06-28,4,0
2018-06-28,General Request - DPH,2018-06-28,2,0
2018-06-28,General Request - DTIS,2018-06-28,1,0
2018-06-28,General Request - MONS,2018-06-28,1,0
2018-06-28,General Request - MTA,2018-06-28,24,0
2018-06-28,General Request - PUBLIC WORKS,2018-06-28,49,0
2018-06-28,General Request - PUC,2018-06-28,6,0
2018-06-28,General Request - SHERIFF,2018-06-28,1,0
2018-06-28,General Request - TT COLLECTOR,2018-06-28,5,0
2018-06-28,Graffiti,2018-06-28,231,0
2018-06-28,Homeless Concerns,2018-06-28,70,0
2018-06-28,Illegal Postings,2018-06-28,15,0
2018-06-28,Litter Receptacles,2018-06-28,39,0
2018-06-28,MUNI Feedback,2018-06-28,95,0
2018-06-28,Noise Report,2018-06-28,32,0
2018-06-28,Parking Enforcement,2018-06-28,133,0
2018-06-28,Rec and Park Requests,2018-06-28,13,0
2018-06-28,Residential Building Request,2018-06-28,7,0
2018-06-28,SFHA Requests,2018-06-28,1,0
2018-06-28,Sewer Issues,2018-06-28,29,0
2018-06-28,Sidewalk or Curb,2018-06-28,33,0
2018-06-28,Sign Repair,2018-06-28,16,0
2018-06-28,Street Defects,2018-06-28,34,0
2018-06-28,Street and Sidewalk Cleaning,2018-06-28,569,0
2018-06-28,Streetlights,2018-06-28,24,0
2018-06-28,Temporary Sign Request,2018-06-28,5,0
2018-06-28,Tree Maintenance,2018-06-28,49,0
2018-06-29,311 External Request,2018-06-29,3,0
2018-06-29,Abandoned Vehicle,2018-06-29,102,0
2018-06-29,Blocked Street or SideWalk,2018-06-29,10,0
2018-06-29,Color Curb,2018-06-29,4,0
2018-06-29,DPW Volunteer Programs,2018-06-29,1,0
2018-06-29,Damaged Property,2018-06-29,31,0
2018-06-29,Encampments,2018-06-29,273,0
2018-06-29,General Request - 311CUSTOMERSERVICECENTER,2018-06-29,5,0
2018-06-29,General Request - ANIMAL CARE CONTROL,2018-06-29,5,0
2018-06-29,General Request - ASSESSOR RECORDER,2018-06-29,5,0
2018-06-29,General Request - BUILDING INSPECTION,2018-06-29,2,0
2018-06-29,General Request - COUNTY CLERK,2018-06-29,7,0
2018-06-29,General Request - DPH,2018-06-29,7,0
2018-06-29,General Request - DTIS,2018-06-29,1,0
2018-06-29,General Request - MONS,2018-06-29,1,0
2018-06-29,General Request - MTA,2018-06-29,32,0
2018-06-29,General Request - PLANNING,2018-06-29,2,0
2018-06-29,General Request - PORT AUTHORITY,2018-06-29,1,0
2018-06-29,General Request - PUBLIC WORKS,2018-06-29,47,0
2018-06-29,General Request - PUC,2018-06-29,7,0
2018-06-29,General Request - TT COLLECTOR,2018-06-29,3,0
2018-06-29,Graffiti,2018-06-29,173,0
2018-06-29,Homeless Concerns,2018-06-29,69,0
2018-06-29,Illegal Postings,2018-06-29,12,0
2018-06-29,Litter Receptacles,2018-06-29,32,0
2018-06-29,MUNI Feedback,2018-06-29,87,0
2018-06-29,Noise Report,2018-06-29,17,0
2018-06-29,Parking Enforcement,2018-06-29,146,0
2018-06-29,Rec and Park Requests,2018-06-29,41,0
2018-06-29,Residential Building Request,2018-06-29,3,0
2018-06-29,SFHA Requests,2018-06-29,3,0
2018-06-29,Sewer Issues,2018-06-29,23,0
2018-06-29,Sidewalk or Curb,2018-06-29,15,0
2018-06-29,Sign Repair,2018-06-29,14,0
2018-06-29,Street Defects,2018-06-29,12,0
2018-06-29,Street and Sidewalk Cleaning,2018-06-29,522,0
2018-06-29,Streetlights,2018-06-29,8,0
2018-06-29,Temporary Sign Request,2018-06-29,10,0
2018-06-29,Tree Maintenance,2018-06-29,25,0
2018-06-30,311 External Request,2018-06-30,4,0
2018-06-30,Abandoned Vehicle,2018-06-30,46,0
