date,category,date,value,label
2018-03-01,General Request - COUNTY CLERK,2018-03-01,17,0
2018-03-01,General Request - DPH,2018-03-01,5,0
2018-03-01,General Request - ENVIRONMENT,2018-03-01,1,0
2018-03-01,General Request - HSH,2018-03-01,1,0
2018-03-01,General Request - MONS,2018-03-01,1,0
2018-03-01,General Request - MTA,2018-03-01,28,0
2018-03-01,General Request - PUBLIC WORKS,2018-03-01,18,0
2018-03-01,General Request - PUC,2018-03-01,15,0
2018-03-01,General Request - RPD,2018-03-01,1,0
2018-03-01,General Request - TT COLLECTOR,2018-03-01,2,0
2018-03-01,Graffiti,2018-03-01,199,0
2018-03-01,Homeless Concerns,2018-03-01,99,0
2018-03-01,Illegal Postings,2018-03-01,6,0
2018-03-01,Litter Receptacles,2018-03-01,21,0
2018-03-01,MUNI Feedback,2018-03-01,64,0
2018-03-01,Noise Report,2018-03-01,7,0
2018-03-01,Rec and Park Requests,2018-03-01,10,0
2018-03-01,Residential Building Request,2018-03-01,4,0
2018-03-01,SFHA Requests,2018-03-01,5,0
2018-03-01,Sewer Issues,2018-03-01,148,1
2018-03-01,Sidewalk or Curb,2018-03-01,8,0
2018-03-01,Sign Repair,2018-03-01,22,0
2018-03-01,Street Defects,2018-03-01,13,0
2018-03-01,Street and Sidewalk Cleaning,2018-03-01,384,0
2018-03-01,Streetlights,2018-03-01,15,0
2018-03-01,Temporary Sign Request,2018-03-01,37,0
2018-03-01,Tree Maintenance,2018-03-01,40,0
2018-03-02,311 External Request,2018-03-02,2,0
2018-03-02,Abandoned Vehicle,2018-03-02,89,0
2018-03-02,Blocked Street or SideWalk,2018-03-02,9,0
2018-03-02,Catch Basin Maintenance,2018-03-02,5,0
2018-03-02,Color Curb,2018-03-02,8,0
2018-03-02,Construction Zone Permits,2018-03-02,3,0
2018-03-02,DPW Volunteer Programs,2018-03-02,2,0
2018-03-02,Damaged Property,2018-03-02,30,0
2018-03-02,Encampments,2018-03-02,111,0
2018-03-02,General Request - 311CUSTOMERSERVICECENTER,2018-03-02,1,0
2018-03-02,General Request - ASSESSOR RECORDER,2018-03-02,2,0
2018-03-02,General Request - BUILDING INSPECTION,2018-03-02,7,0
2018-03-02,General Request - CITY HALL,2018-03-02,1,0
2018-03-02,General Request - COUNTY CLERK,2018-03-02,7,0
2018-03-02,General Request - DPH,2018-03-02,6,0
2018-03-02,General Request - MTA,2018-03-02,14,0
2018-03-02,General Request - PUBLIC WORKS,2018-03-02,22,0
2018-03-02,General Request - PUC,2018-03-02,7,0
2018-03-02,General Request - TT COLLECTOR,2018-03-02,3,0
2018-03-02,Graffiti,2018-03-02,164,0
2018-03-02,Homeless Concerns,2018-03-02,97,0
2018-03-02,Illegal Postings,2018-03-02,8,0
2018-03-02,Litter Receptacles,2018-03-02,7,0
2018-03-02,MUNI Feedback,2018-03-02,65,0
2018-03-02,Noise Report,2018-03-02,11,0
2018-03-02,Rec and Park Requests,2018-03-02,24,0
2018-03-02,Residential Building Request,2018-03-02,4,0
2018-03-02,SFHA Requests,2018-03-02,2,0
2018-03-02,Sewer Issues,2018-03-02,44,0
2018-03-02,Sidewalk or Curb,2018-03-02,12,0
2018-03-02,Sign Repair,2018-03-02,13,0
2018-03-02,Street Defects,2018-03-02,26,0
2018-03-02,Street and Sidewalk Cleaning,2018-03-02,359,0
2018-03-02,Streetlights,2018-03-02,12,0
2018-03-02,Temporary Sign Request,2018-03-02,19,0
2018-03-02,Tree Maintenance,2018-03-02,16,0
2018-03-03,311 External Request,2018-03-03,1,0
2018-03-03,Abandoned Vehicle,2018-03-03,45,0
2018-03-03,Blocked Street or SideWalk,2018-03-03,20,0
2018-03-03,Catch Basin Maintenance,2018-03-03,1,0
2018-03-03,Color Curb,2018-03-03,4,0
2018-03-03,Damaged Property,2018-03-03,20,0
2018-03-03,Encampments,2018-03-03,110,0
2018-03-03,General Request - 311CUSTOMERSERVICECENTER,2018-03-03,1,0
2018-03-03,General Request - ANIMAL CARE CONTROL,2018-03-03,1,0
2018-03-03,General Request - BUILDING INSPECTION,2018-03-03,2,0
2018-03-03,General Request - COUNTY CLERK,2018-03-03,2,0
2018-03-03,General Request - DPH,2018-03-03,2,0
2018-03-03,General Request - FIRE DEPARTMENT,2018-03-03,1,0
2018-03-03,General Request - MTA,2018-03-03,13,0
2018-03-03,General Request - PUBLIC WORKS,2018-03-03,20,0
2018-03-03,General Request - PUC,2018-03-03,3,0
2018-03-03,Graffiti,2018-03-03,208,0
2018-03-03,Homeless Concerns,2018-03-03,80,0
2018-03-03,Illegal Postings,2018-03-03,4,0
2018-03-03,Litter Receptacles,2018-03-03,11,0
2018-03-03,MUNI Feedback,2018-03-03,30,0
2018-03-03,Noise Report,2018-03-03,11,0
2018-03-03,Rec and Park Requests,2018-03-03,16,0
2018-03-03,Residential Building Request,2018-03-03,3,0
2018-03-03,SFHA Requests,2018-03-03,3,0
2018-03-03,Sewer Issues,2018-03-03,32,0
2018-03-03,Sidewalk or Curb,2018-03-03,15,0
2018-03-03,Sign Repair,2018-03-03,11,0
2018-03-03,Street Defects,2018-03-03,11,0
2018-03-03,Street and Sidewalk Cleaning,2018-03-03,256,0
2018-03-03,Streetlights,2018-03-03,9,0
2018-03-03,Temporary Sign Request,2018-03-03,6,0
2018-03-03,Tree Maintenance,2018-03-03,17,0
2018-03-04,Abandoned Vehicle,2018-03-04,49,0
2018-03-04,Blocked Street or SideWalk,2018-03-04,11,0
2018-03-04,Color Curb,2018-03-04,3,0
2018-03-04,Damaged Property,2018-03-04,10,0
2018-03-04,Encampments,2018-03-04,111,0
2018-03-04,General Request - 311CUSTOMERSERVICECENTER,2018-03-04,2,0
2018-03-04,General Request - COUNTY CLERK,2018-03-04,8,0
2018-03-04,General Request - DPH,2018-03-04,2,0
2018-03-04,General Request - MTA,2018-03-04,8,0
2018-03-04,General Request - PUBLIC WORKS,2018-03-04,6,0
2018-03-04,General Request - PUC,2018-03-04,6,0
2018-03-04,General Request - TT COLLECTOR,2018-03-04,1,0
2018-03-04,Graffiti,2018-03-04,242,0
2018-03-04,Homeless Concerns,2018-03-04,87,0
2018-03-04,Illegal Postings,2018-03-04,9,0
2018-03-04,Litter Receptacles,2018-03-04,9,0
2018-03-04,MUNI Feedback,2018-03-04,25,0
2018-03-04,Noise Report,2018-03-04,11,0
2018-03-04,Rec and Park Requests,2018-03-04,26,0
2018-03-04,Residential Building Request,2018-03-04,1,0
2018-03-04,SFHA Requests,2018-03-04,3,0
2018-03-04,Sewer Issues,2018-03-04,40,0
2018-03-04,Sidewalk or Curb,2018-03-04,33,0
2018-03-04,Sign Repair,2018-03-04,16,0
2018-03-04,Street Defects,2018-03-04,10,0
2018-03-04,Street and Sidewalk Cleaning,2018-03-04,284,0
2018-03-04,Streetlights,2018-03-04,14,0
2018-03-04,Temporary Sign Request,2018-03-04,2,0
2018-03-04,Tree Maintenance,2018-03-04,25,0
2018-03-05,311 External Request,2018-03-05,1,0
2018-03-05,Abandoned Vehicle,2018-03-05,114,0
2018-03-05,Blocked Street or SideWalk,2018-03-05,23,0
2018-03-05,Catch Basin Maintenance,2018-03-05,2,0
2018-03-05,Color Curb,2018-03-05,5,0
2018-03-05,Damaged Property,2018-03-05,16,0
2018-03-05,Encampments,2018-03-05,196,0
2018-03-05,General Request - 311CUSTOMERSERVICECENTER,2018-03-05,3,0
2018-03-05,General Request - ANIMAL CARE CONTROL,2018-03-05,2,0
2018-03-05,General Request - ASSESSOR RECORDER,2018-03-05,3,0
2018-03-05,General Request - BUILDING INSPECTION,2018-03-05,6,0
2018-03-05,General Request - CHILDREN YOUTH FAMILIES,2018-03-05,1,0
2018-03-05,General Request - COUNTY CLERK,2018-03-05,6,0
2018-03-05,General Request - DPH,2018-03-05,7,0
2018-03-05,General Request - HUMAN RESOURCES,2018-03-05,1,0
2018-03-05,General Request - MTA,2018-03-05,28,0
2018-03-05,General Request - PLANNING,2018-03-05,1,0
2018-03-05,General Request - PORT AUTHORITY,2018-03-05,1,0
2018-03-05,General Request - PUBLIC WORKS,2018-03-05,29,0
2018-03-05,General Request - PUC,2018-03-05,5,0
2018-03-05,General Request - TT COLLECTOR,2018-03-05,4,0
2018-03-05,Graffiti,2018-03-05,324,0
2018-03-05,Homeless Concerns,2018-03-05,148,0
2018-03-05,Illegal Postings,2018-03-05,18,0
2018-03-05,Litter Receptacles,2018-03-05,25,0
2018-03-05,MUNI Feedback,2018-03-05,51,0
2018-03-05,Noise Report,2018-03-05,14,0
2018-03-05,Rec and Park Requests,2018-03-05,22,0
2018-03-05,Residential Building Request,2018-03-05,6,0
2018-03-05,SFHA Requests,2018-03-05,9,0
2018-03-05,Sewer Issues,2018-03-05,34,0
2018-03-05,Sidewalk or Curb,2018-03-05,22,0
2018-03-05,Sign Repair,2018-03-05,19,0
2018-03-05,Street Defects,2018-03-05,22,0
2018-03-05,Street and Sidewalk Cleaning,2018-03-05,473,0
2018-03-05,Streetlights,2018-03-05,23,0
2018-03-05,Temporary Sign Request,2018-03-05,27,0
2018-03-05,Tree Maintenance,2018-03-05,39,0
2018-03-06,311 External Request,2018-03-06,2,0
2018-03-06,Abandoned Vehicle,2018-03-06,95,0
2018-03-06,Blocked Street or SideWalk,2018-03-06,22,0
2018-03-06,Color Curb,2018-03-06,4,0
2018-03-06,Construction Zone Permits,2018-03-06,1,0
2018-03-06,DPW Volunteer Programs,2018-03-06,1,0
2018-03-06,Damaged Property,2018-03-06,24,0
2018-03-06,Encampments,2018-03-06,167,0
2018-03-06,General Request - 311CUSTOMERSERVICECENTER,2018-03-06,2,0
2018-03-06,General Request - ANIMAL CARE CONTROL,2018-03-06,3,0
2018-03-06,General Request - ASSESSOR RECORDER,2018-03-06,2,0
2018-03-06,General Request - BUILDING INSPECTION,2018-03-06,7,0
2018-03-06,General Request - COUNTY CLERK,2018-03-06,12,0
2018-03-06,General Request - DPH,2018-03-06,9,0
2018-03-06,General Request - FIRE DEPARTMENT,2018-03-06,2,0
2018-03-06,General Request - MTA,2018-03-06,34,0
2018-03-06,General Request - PUBLIC WORKS,2018-03-06,33,0
2018-03-06,General Request - PUC,2018-03-06,9,0
2018-03-06,General Request - SFPD,2018-03-06,1,0
2018-03-06,General Request - TT COLLECTOR,2018-03-06,3,0
2018-03-06,Graffiti,2018-03-06,317,0
2018-03-06,Homeless Concerns,2018-03-06,154,0
2018-03-06,Illegal Postings,2018-03-06,13,0
2018-03-06,Litter Receptacles,2018-03-06,16,0
2018-03-06,MUNI Feedback,2018-03-06,74,0
2018-03-06,Noise Report,2018-03-06,16,0
2018-03-06,Rec and Park Requests,2018-03-06,13,0
2018-03-06,Residential Building Request,2018-03-06,9,0
2018-03-06,SFHA Requests,2018-03-06,1,0
2018-03-06,Sewer Issues,2018-03-06,28,0
2018-03-06,Sidewalk or Curb,2018-03-06,16,0
2018-03-06,Sign Repair,2018-03-06,17,0
2018-03-06,Street Defects,2018-03-06,27,0
2018-03-06,Street and Sidewalk Cleaning,2018-03-06,505,0
2018-03-06,Streetlights,2018-03-06,22,0
2018-03-06,Temporary Sign Request,2018-03-06,30,0
2018-03-06,Tree Maintenance,2018-03-06,27,0
2018-03-07,311 External Request,2018-03-07,2,0
2018-03-07,Abandoned Vehicle,2018-03-07,125,0
2018-03-07,Blocked Street or SideWalk,2018-03-07,14,0
2018-03-07,Catch Basin Maintenance,2018-03-07,2,0
2018-03-07,Color Curb,2018-03-07,3,0
2018-03-07,Construction Zone Permits,2018-03-07,11,0
2018-03-07,DPW Volunteer Programs,2018-03-07,3,0
2018-03-07,Damaged Property,2018-03-07,23,0
2018-03-07,Encampments,2018-03-07,204,0
2018-03-07,General Request - 311CUSTOMERSERVICECENTER,2018-03-07,3,0
2018-03-07,General Request - ANIMAL CARE CONTROL,2018-03-07,1,0
2018-03-07,General Request - BOARD OF SUPERVISORS,2018-03-07,1,0
2018-03-07,General Request - BUILDING INSPECTION,2018-03-07,3,0
2018-03-07,General Request - COUNTY CLERK,2018-03-07,14,0
2018-03-07,General Request - DISTRICT ATTORNEY,2018-03-07,1,0
2018-03-07,General Request - DPH,2018-03-07,6,0
2018-03-07,General Request - MTA,2018-03-07,28,0
2018-03-07,General Request - PLANNING,2018-03-07,2,0
2018-03-07,General Request - PUBLIC WORKS,2018-03-07,28,0
2018-03-07,General Request - PUC,2018-03-07,4,0
2018-03-07,General Request - RPD,2018-03-07,2,0
2018-03-07,General Request - SFPD,2018-03-07,3,0
2018-03-07,General Request - TT COLLECTOR,2018-03-07,5,0
2018-03-07,Graffiti,2018-03-07,229,0
2018-03-07,Homeless Concerns,2018-03-07,139,0
2018-03-07,Illegal Postings,2018-03-07,5,0
2018-03-07,Litter Receptacles,2018-03-07,23,0
2018-03-07,MUNI Feedback,2018-03-07,75,0
2018-03-07,Noise Report,2018-03-07,19,0
2018-03-07,Rec and Park Requests,2018-03-07,16,0
2018-03-07,Residential Building Request,2018-03-07,8,0
2018-03-07,SFHA Requests,2018-03-07,4,0
2018-03-07,Sewer Issues,2018-03-07,22,0
2018-03-07,Sidewalk or Curb,2018-03-07,29,0
2018-03-07,Sign Repair,2018-03-07,17,0
2018-03-07,Street Defects,2018-03-07,28,0
2018-03-07,Street and Sidewalk Cleaning,2018-03-07,451,0
2018-03-07,Streetlights,2018-03-07,22,0
2018-03-07,Temporary Sign Request,2018-03-07,31,0
2018-03-07,Tree Maintenance,2018-03-07,39,0
2018-03-08,311 External Request,2018-03-08,5,0
2018-03-08,Abandoned Vehicle,2018-03-08,96,0
2018-03-08,Blocked Street or SideWalk,2018-03-08,14,0
2018-03-08,Catch Basin Maintenance,2018-03-08,1,0
2018-03-08,Color Curb,2018-03-08,5,0
2018-03-08,DPW Volunteer Programs,2018-03-08,1,0
2018-03-08,Damaged Property,2018-03-08,26,0
2018-03-08,Encampments,2018-03-08,174,0
2018-03-08,General Request - 311CUSTOMERSERVICECENTER,2018-03-08,5,0
2018-03-08,General Request - ANIMAL CARE CONTROL,2018-03-08,2,0
2018-03-08,General Request - BUILDING INSPECTION,2018-03-08,6,0
2018-03-08,General Request - COUNTY CLERK,2018-03-08,8,0
2018-03-08,General Request - DPH,2018-03-08,8,0
2018-03-08,General Request - HUMAN SERVICES AGENCY,2018-03-08,1,0
2018-03-08,General Request - MOD,2018-03-08,1,0
2018-03-08,General Request - MTA,2018-03-08,10,0
2018-03-08,General Request - PORT AUTHORITY,2018-03-08,1,0
2018-03-08,General Request - PUBLIC WORKS,2018-03-08,24,0
2018-03-08,General Request - PUC,2018-03-08,3,0
2018-03-08,General Request - TT COLLECTOR,2018-03-08,1,0
2018-03-08,Graffiti,2018-03-08,204,0
2018-03-08,Homeless Concerns,2018-03-08,171,0
2018-03-08,Illegal Postings,2018-03-08,4,0
2018-03-08,Litter Receptacles,2018-03-08,23,0
2018-03-08,MUNI Feedback,2018-03-08,59,0
2018-03-08,Noise Report,2018-03-08,13,0
2018-03-08,Rec and Park Requests,2018-03-08,7,0
2018-03-08,Residential Building Request,2018-03-08,2,0
2018-03-08,SFHA Requests,2018-03-08,2,0
2018-03-08,Sewer Issues,2018-03-08,25,0
2018-03-08,Sidewalk or Curb,2018-03-08,19,0
2018-03-08,Sign Repair,2018-03-08,20,0
2018-03-08,Street Defects,2018-03-08,32,0
2018-03-08,Street and Sidewalk Cleaning,2018-03-08,417,0
2018-03-08,Streetlights,2018-03-08,16,0
2018-03-08,Temporary Sign Request,2018-03-08,42,0
2018-03-08,Tree Maintenance,2018-03-08,37,0
2018-03-09,311 External Request,2018-03-09,1,0
2018-03-09,Abandoned Vehicle,2018-03-09,81,0
2018-03-09,Blocked Street or SideWalk,2018-03-09,6,0
2018-03-09,Catch Basin Maintenance,2018-03-09,3,0
2018-03-09,Color Curb,2018-03-09,3,0
2018-03-09,Construction Zone Permits,2018-03-09,3,0
2018-03-09,Damaged Property,2018-03-09,27,0
2018-03-09,Encampments,2018-03-09,162,0
2018-03-09,General Request - 311CUSTOMERSERVICECENTER,2018-03-09,3,0
2018-03-09,General Request - ANIMAL CARE CONTROL,2018-03-09,1,0
2018-03-09,General Request - ASSESSOR RECORDER,2018-03-09,1,0
2018-03-09,General Request - BOARD OF SUPERVISORS,2018-03-09,1,0
2018-03-09,General Request - BUILDING INSPECTION,2018-03-09,1,0
2018-03-09,General Request - COUNTY CLERK,2018-03-09,13,0
2018-03-09,General Request - DPH,2018-03-09,13,0
2018-03-09,General Request - ENVIRONMENT,2018-03-09,1,0
2018-03-09,General Request - HUMAN SERVICES AGENCY,2018-03-09,1,0
2018-03-09,General Request - MONS,2018-03-09,1,0
2018-03-09,General Request - MTA,2018-03-09,22,0
2018-03-09,General Request - PUBLIC WORKS,2018-03-09,31,0
2018-03-09,General Request - PUC,2018-03-09,7,0
2018-03-09,General Request - RENT BOARD,2018-03-09,1,0
2018-03-09,General Request - RPD,2018-03-09,2,0
2018-03-09,General Request - TT COLLECTOR,2018-03-09,3,0
2018-03-09,Graffiti,2018-03-09,166,0
2018-03-09,Homeless Concerns,2018-03-09,127,0
2018-03-09,Illegal Postings,2018-03-09,3,0
2018-03-09,Litter Receptacles,2018-03-09,18,0
2018-03-09,MUNI Feedback,2018-03-09,64,0
2018-03-09,Noise Report,2018-03-09,4,0
2018-03-09,Rec and Park Requests,2018-03-09,19,0
2018-03-09,Residential Building Request,2018-03-09,2,0
2018-03-09,SFHA Requests,2018-03-09,2,0
2018-03-09,Sewer Issues,2018-03-09,20,0
2018-03-09,Sidewalk or Curb,2018-03-09,25,0
2018-03-09,Sign Repair,2018-03-09,27,0
2018-03-09,Street Defects,2018-03-09,27,0
2018-03-09,Street and Sidewalk Cleaning,2018-03-09,390,0
2018-03-09,Streetlights,2018-03-09,18,0
2018-03-09,Temporary Sign Request,2018-03-09,26,0
2018-03-09,Tree Maintenance,2018-03-09,30,0
2018-03-10,311 External Request,2018-03-10,4,0
2018-03-10,Abandoned Vehicle,2018-03-10,42,0
2018-03-10,Blocked Street or SideWalk,2018-03-10,9,0
2018-03-10,Catch Basin Maintenance,2018-03-10,1,0
2018-03-10,Color Curb,2018-03-10,1,0
2018-03-10,Damaged Property,2018-03-10,42,0
2018-03-10,Encampments,2018-03-10,169,0
2018-03-10,General Request - 311CUSTOMERSERVICECENTER,2018-03-10,6,0
2018-03-10,General Request - ANIMAL CARE CONTROL,2018-03-10,3,0
2018-03-10,General Request - ASSESSOR RECORDER,2018-03-10,1,0
2018-03-10,General Request - BUILDING INSPECTION,2018-03-10,3,0
2018-03-10,General Request - COUNTY CLERK,2018-03-10,4,0
2018-03-10,General Request - DPH,2018-03-10,1,0
2018-03-10,General Request - MTA,2018-03-10,9,0
2018-03-10,General Request - PLANNING,2018-03-10,1,0
2018-03-10,General Request - PUBLIC WORKS,2018-03-10,14,0
2018-03-10,General Request - PUC,2018-03-10,3,0
2018-03-10,General Request - RPD,2018-03-10,1,0
2018-03-10,Graffiti,2018-03-10,125,0
2018-03-10,Homeless Concerns,2018-03-10,113,0
2018-03-10,Illegal Postings,2018-03-10,2,0
2018-03-10,Litter Receptacles,2018-03-10,10,0
2018-03-10,MUNI Feedback,2018-03-10,33,0
2018-03-10,Noise Report,2018-03-10,15,0
2018-03-10,Rec and Park Requests,2018-03-10,14,0
2018-03-10,Residential Building Request,2018-03-10,5,0
2018-03-10,SFHA Requests,2018-03-10,7,0
2018-03-10,Sewer Issues,2018-03-10,19,0
2018-03-10,Sidewalk or Curb,2018-03-10,19,0
2018-03-10,Sign Repair,2018-03-10,16,0
2018-03-10,Street Defects,2018-03-10,12,0
2018-03-10,Street and Sidewalk Cleaning,2018-03-10,319,0
2018-03-10,Streetlights,2018-03-10,31,1
2018-03-10,Temporary Sign Request,2018-03-10,8,0
2018-03-10,Tree Maintenance,2018-03-10,10,0
2018-03-11,311 External Request,2018-03-11,3,0
2018-03-11,Abandoned Vehicle,2018-03-11,36,0
2018-03-11,Blocked Street or SideWalk,2018-03-11,6,0
2018-03-11,Color Curb,2018-03-11,1,0
2018-03-11,Damaged Property,2018-03-11,13,0
2018-03-11,Encampments,2018-03-11,125,0
2018-03-11,General Request - ANIMAL CARE CONTROL,2018-03-11,2,0
2018-03-11,General Request - BUILDING INSPECTION,2018-03-11,1,0
2018-03-11,General Request - COUNTY CLERK,2018-03-11,3,0
2018-03-11,General Request - MTA,2018-03-11,13,0
2018-03-11,General Request - PUBLIC WORKS,2018-03-11,18,0
2018-03-11,General Request - PUC,2018-03-11,3,0
2018-03-11,Graffiti,2018-03-11,107,0
2018-03-11,Homeless Concerns,2018-03-11,111,0
2018-03-11,Illegal Postings,2018-03-11,2,0
2018-03-11,Litter Receptacles,2018-03-11,19,0
2018-03-11,MUNI Feedback,2018-03-11,28,0
2018-03-11,Noise Report,2018-03-11,17,0
2018-03-11,Rec and Park Requests,2018-03-11,27,0
2018-03-11,SFHA Requests,2018-03-11,8,0
2018-03-11,Sewer Issues,2018-03-11,18,0
2018-03-11,Sidewalk or Curb,2018-03-11,7,0
2018-03-11,Sign Repair,2018-03-11,6,0
2018-03-11,Street Defects,2018-03-11,12,0
2018-03-11,Street and Sidewalk Cleaning,2018-03-11,332,0
2018-03-11,Streetlights,2018-03-11,4,0
2018-03-11,Tree Maintenance,2018-03-11,19,0
2018-03-12,311 External Request,2018-03-12,2,0
2018-03-12,Abandoned Vehicle,2018-03-12,101,0
2018-03-12,Blocked Street or SideWalk,2018-03-12,15,0
2018-03-12,Catch Basin Maintenance,2018-03-12,2,0
2018-03-12,Color Curb,2018-03-12,2,0
2018-03-12,Construction Zone Permits,2018-03-12,2,0
2018-03-12,DPW Volunteer Programs,2018-03-12,2,0
2018-03-12,Damaged Property,2018-03-12,20,0
2018-03-12,Encampments,2018-03-12,182,0
2018-03-12,General Request - 311CUSTOMERSERVICECENTER,2018-03-12,2,0
2018-03-12,General Request - ANIMAL CARE CONTROL,2018-03-12,2,0
2018-03-12,General Request - BOARD OF SUPERVISORS,2018-03-12,1,0
2018-03-12,General Request - BUILDING INSPECTION,2018-03-12,5,0
2018-03-12,General Request - COUNTY CLERK,2018-03-12,19,0
2018-03-12,General Request - DPH,2018-03-12,8,0
2018-03-12,General Request - MTA,2018-03-12,25,0
2018-03-12,General Request - PUBLIC WORKS,2018-03-12,24,0
2018-03-12,General Request - PUC,2018-03-12,9,0
2018-03-12,General Request - RPD,2018-03-12,1,0
2018-03-12,General Request - TT COLLECTOR,2018-03-12,1,0
2018-03-12,Graffiti,2018-03-12,168,0
2018-03-12,Homeless Concerns,2018-03-12,135,0
2018-03-12,Illegal Postings,2018-03-12,12,0
2018-03-12,Litter Receptacles,2018-03-12,20,0
2018-03-12,MUNI Feedback,2018-03-12,52,0
2018-03-12,Noise Report,2018-03-12,10,0
2018-03-12,Rec and Park Requests,2018-03-12,21,0
2018-03-12,Residential Building Request,2018-03-12,4,0
2018-03-12,SFHA Requests,2018-03-12,4,0
2018-03-12,Sewer Issues,2018-03-12,32,0
2018-03-12,Sidewalk or Curb,2018-03-12,11,0
2018-03-12,Sign Repair,2018-03-12,17,0
2018-03-12,Street Defects,2018-03-12,43,0
2018-03-12,Street and Sidewalk Cleaning,2018-03-12,476,0
2018-03-12,Streetlights,2018-03-12,10,0
2018-03-12,Temporary Sign Request,2018-03-12,52,0
2018-03-12,Tree Maintenance,2018-03-12,27,0
2018-03-13,311 External Request,2018-03-13,2,0
2018-03-13,Abandoned Vehicle,2018-03-13,86,0
2018-03-13,Blocked Street or SideWalk,2018-03-13,20,0
2018-03-13,Catch Basin Maintenance,2018-03-13,3,0
2018-03-13,Color Curb,2018-03-13,4,0
2018-03-13,Construction Zone Permits,2018-03-13,20,1
2018-03-13,Damaged Property,2018-03-13,21,0
2018-03-13,Encampments,2018-03-13,143,0
2018-03-13,General Request - 311CUSTOMERSERVICECENTER,2018-03-13,7,0
2018-03-13,General Request - ANIMAL CARE CONTROL,2018-03-13,2,0
2018-03-13,General Request - ASSESSOR RECORDER,2018-03-13,1,0
2018-03-13,General Request - BUILDING INSPECTION,2018-03-13,7,0
2018-03-13,General Request - CHILDSUPPORTSERVICES,2018-03-13,1,0
2018-03-13,General Request - COUNTY CLERK,2018-03-13,17,0
2018-03-13,General Request - DPH,2018-03-13,10,0
2018-03-13,General Request - MTA,2018-03-13,19,0
2018-03-13,General Request - PORT AUTHORITY,2018-03-13,1,0
2018-03-13,General Request - PUBLIC WORKS,2018-03-13,20,0
2018-03-13,General Request - PUC,2018-03-13,21,1
2018-03-13,General Request - TT COLLECTOR,2018-03-13,3,0
2018-03-13,Graffiti,2018-03-13,416,0
2018-03-13,Homeless Concerns,2018-03-13,131,0
2018-03-13,Illegal Postings,2018-03-13,3,0
2018-03-13,Litter Receptacles,2018-03-13,15,0
2018-03-13,MUNI Feedback,2018-03-13,58,0
2018-03-13,Noise Report,2018-03-13,12,0
2018-03-13,Rec and Park Requests,2018-03-13,22,0
2018-03-13,Residential Building Request,2018-03-13,6,0
2018-03-13,SFHA Requests,2018-03-13,4,0
2018-03-13,Sewer Issues,2018-03-13,52,0
2018-03-13,Sidewalk or Curb,2018-03-13,15,0
2018-03-13,Sign Repair,2018-03-13,16,0
2018-03-13,Street Defects,2018-03-13,39,0
2018-03-13,Street and Sidewalk Cleaning,2018-03-13,363,0
2018-03-13,Streetlights,2018-03-13,12,0
2018-03-13,Temporary Sign Request,2018-03-13,42,0
2018-03-13,Tree Maintenance,2018-03-13,24,0
2018-03-14,Abandoned Vehicle,2018-03-14,89,0
2018-03-14,Blocked Street or SideWalk,2018-03-14,24,0
2018-03-14,Catch Basin Maintenance,2018-03-14,6,0
2018-03-14,Color Curb,2018-03-14,8,0
2018-03-14,Construction Zone Permits,2018-03-14,7,0
2018-03-14,Damaged Property,2018-03-14,29,0
2018-03-14,Encampments,2018-03-14,146,0
2018-03-14,General Request - 311CUSTOMERSERVICECENTER,2018-03-14,1,0
2018-03-14,General Request - ANIMAL CARE CONTROL,2018-03-14,1,0
2018-03-14,General Request - ASSESSOR RECORDER,2018-03-14,3,0
2018-03-14,General Request - BUILDING INSPECTION,2018-03-14,11,0
2018-03-14,General Request - CHILDSUPPORTSERVICES,2018-03-14,1,0
2018-03-14,General Request - COUNTY CLERK,2018-03-14,13,0
2018-03-14,General Request - DPH,2018-03-14,10,0
2018-03-14,General Request - LABOR STANDARDS ENFORCEMENT,2018-03-14,1,0
2018-03-14,General Request - MEDICAL EXAMINER,2018-03-14,1,0
2018-03-14,General Request - MTA,2018-03-14,42,0
2018-03-14,General Request - PUBLIC WORKS,2018-03-14,34,0
2018-03-14,General Request - PUC,2018-03-14,18,1
2018-03-14,General Request - RPD,2018-03-14,1,0
2018-03-14,General Request - TT COLLECTOR,2018-03-14,11,1
2018-03-14,Graffiti,2018-03-14,169,0
2018-03-14,Homeless Concerns,2018-03-14,135,0
2018-03-14,Illegal Postings,2018-03-14,13,0
2018-03-14,Litter Receptacles,2018-03-14,19,0
2018-03-14,MUNI Feedback,2018-03-14,59,0
2018-03-14,Noise Report,2018-03-14,13,0
2018-03-14,Parking Enforcement,2018-03-14,16,0
2018-03-14,Rec and Park Requests,2018-03-14,19,0
2018-03-14,Residential Building Request,2018-03-14,3,0
2018-03-14,SFHA Requests,2018-03-14,6,0
2018-03-14,Sewer Issues,2018-03-14,49,0
2018-03-14,Sidewalk or Curb,2018-03-14,11,0
2018-03-14,Sign Repair,2018-03-14,13,0
2018-03-14,Street Defects,2018-03-14,47,0
2018-03-14,Street and Sidewalk Cleaning,2018-03-14,360,0
2018-03-14,Streetlights,2018-03-14,25,0
2018-03-14,Temporary Sign Request,2018-03-14,63,1
2018-03-14,Tree Maintenance,2018-03-14,28,0
2018-03-15,311 External Request,2018-03-15,1,0
2018-03-15,Abandoned Vehicle,2018-03-15,80,0
