date,category,value
2018-05-01 18:00:00,Homeless Concerns,4
2018-05-01 18:00:00,Litter Receptacles,1
2018-05-01 18:00:00,MUNI Feedback,5
2018-05-01 18:00:00,Parking Enforcement,8
2018-05-01 18:00:00,Rec and Park Requests,2
2018-05-01 18:00:00,Sidewalk or Curb,2
2018-05-01 18:00:00,Street Defects,2
2018-05-01 18:00:00,Street and Sidewalk Cleaning,31
2018-05-01 18:00:00,Streetlights,1
2018-05-01 18:00:00,Temporary Sign Request,3
2018-05-01 18:00:00,Tree Maintenance,5
2018-05-01 19:00:00,Abandoned Vehicle,5
2018-05-01 19:00:00,Encampments,9
2018-05-01 19:00:00,General Request - COUNTY CLERK,1
2018-05-01 19:00:00,General Request - MTA,4
2018-05-01 19:00:00,General Request - PUBLIC WORKS,4
2018-05-01 19:00:00,Graffiti,3
2018-05-01 19:00:00,Homeless Concerns,6
2018-05-01 19:00:00,MUNI Feedback,2
2018-05-01 19:00:00,Parking Enforcement,10
2018-05-01 19:00:00,Sewer Issues,1
2018-05-01 19:00:00,Sidewalk or Curb,2
2018-05-01 19:00:00,Street Defects,3
2018-05-01 19:00:00,Street and Sidewalk Cleaning,17
2018-05-01 19:00:00,Streetlights,1
2018-05-01 19:00:00,Tree Maintenance,2
2018-05-01 20:00:00,Abandoned Vehicle,3
2018-05-01 20:00:00,Damaged Property,1
2018-05-01 20:00:00,Encampments,2
2018-05-01 20:00:00,General Request - ASSESSOR RECORDER,1
2018-05-01 20:00:00,General Request - COUNTY CLERK,1
2018-05-01 20:00:00,General Request - PUBLIC WORKS,2
2018-05-01 20:00:00,General Request - PUC,2
2018-05-01 20:00:00,Graffiti,5
2018-05-01 20:00:00,Homeless Concerns,3
2018-05-01 20:00:00,Litter Receptacles,3
2018-05-01 20:00:00,MUNI Feedback,2
2018-05-01 20:00:00,Noise Report,1
2018-05-01 20:00:00,Parking Enforcement,22
2018-05-01 20:00:00,Rec and Park Requests,1
2018-05-01 20:00:00,Sidewalk or Curb,5
2018-05-01 20:00:00,Sign Repair,4
2018-05-01 20:00:00,Street Defects,2
2018-05-01 20:00:00,Street and Sidewalk Cleaning,15
2018-05-01 20:00:00,Streetlights,1
2018-05-01 21:00:00,Abandoned Vehicle,1
2018-05-01 21:00:00,Blocked Street or SideWalk,1
2018-05-01 21:00:00,Encampments,1
2018-05-01 21:00:00,General Request - DPH,2
2018-05-01 21:00:00,General Request - PUBLIC WORKS,2
2018-05-01 21:00:00,Homeless Concerns,3
2018-05-01 21:00:00,Parking Enforcement,16
2018-05-01 21:00:00,Residential Building Request,1
2018-05-01 21:00:00,SFHA Requests,1
2018-05-01 21:00:00,Sidewalk or Curb,1
2018-05-01 21:00:00,Street and Sidewalk Cleaning,4
2018-05-01 21:00:00,Streetlights,2
2018-05-01 22:00:00,Abandoned Vehicle,2
2018-05-01 22:00:00,Damaged Property,1
2018-05-01 22:00:00,Encampments,2
2018-05-01 22:00:00,General Request - MTA,1
2018-05-01 22:00:00,General Request - PUBLIC WORKS,2
2018-05-01 22:00:00,Graffiti,1
2018-05-01 22:00:00,Homeless Concerns,1
2018-05-01 22:00:00,Illegal Postings,1
2018-05-01 22:00:00,MUNI Feedback,1
2018-05-01 22:00:00,Parking Enforcement,2
2018-05-01 22:00:00,Sewer Issues,2
2018-05-01 22:00:00,Sign Repair,1
2018-05-01 22:00:00,Street and Sidewalk Cleaning,6
2018-05-01 22:00:00,Streetlights,2
2018-05-01 23:00:00,Encampments,3
2018-05-01 23:00:00,General Request - DPH,2
2018-05-01 23:00:00,General Request - PUBLIC WORKS,1
2018-05-01 23:00:00,Graffiti,2
2018-05-01 23:00:00,Homeless Concerns,1
2018-05-01 23:00:00,Litter Receptacles,1
2018-05-01 23:00:00,Noise Report,1
2018-05-01 23:00:00,Parking Enforcement,4
2018-05-01 23:00:00,Rec and Park Requests,2
2018-05-01 23:00:00,Sign Repair,2
2018-05-01 23:00:00,Street and Sidewalk Cleaning,6
2018-05-01 23:00:00,Streetlights,1
2018-05-01 23:00:00,Temporary Sign Request,1
2018-05-01 23:00:00,Tree Maintenance,1
2018-05-02 00:00:00,Encampments,1
2018-05-02 00:00:00,Graffiti,1
2018-05-02 00:00:00,MUNI Feedback,1
2018-05-02 00:00:00,Parking Enforcement,1
2018-05-02 00:00:00,Street and Sidewalk Cleaning,5
2018-05-02 01:00:00,Abandoned Vehicle,3
2018-05-02 01:00:00,Noise Report,2
2018-05-02 01:00:00,Parking Enforcement,1
2018-05-02 01:00:00,Sewer Issues,1
2018-05-02 01:00:00,Street and Sidewalk Cleaning,3
2018-05-02 02:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-02 02:00:00,MUNI Feedback,1
2018-05-02 02:00:00,Parking Enforcement,1
2018-05-02 02:00:00,Street and Sidewalk Cleaning,1
2018-05-02 02:00:00,Tree Maintenance,1
2018-05-02 03:00:00,Homeless Concerns,1
2018-05-02 03:00:00,Parking Enforcement,2
2018-05-02 03:00:00,Street and Sidewalk Cleaning,3
2018-05-02 04:00:00,Homeless Concerns,1
2018-05-02 04:00:00,MUNI Feedback,1
2018-05-02 04:00:00,Street and Sidewalk Cleaning,6
2018-05-02 05:00:00,Encampments,1
2018-05-02 05:00:00,General Request - PUBLIC WORKS,2
2018-05-02 05:00:00,Graffiti,1
2018-05-02 05:00:00,Homeless Concerns,3
2018-05-02 05:00:00,Parking Enforcement,2
2018-05-02 05:00:00,Street and Sidewalk Cleaning,5
2018-05-02 05:00:00,Tree Maintenance,1
2018-05-02 06:00:00,Abandoned Vehicle,3
2018-05-02 06:00:00,Blocked Street or SideWalk,1
2018-05-02 06:00:00,Encampments,6
2018-05-02 06:00:00,General Request - PUBLIC WORKS,5
2018-05-02 06:00:00,General Request - RPD,1
2018-05-02 06:00:00,Graffiti,12
2018-05-02 06:00:00,Homeless Concerns,10
2018-05-02 06:00:00,Litter Receptacles,3
2018-05-02 06:00:00,MUNI Feedback,5
2018-05-02 06:00:00,Noise Report,1
2018-05-02 06:00:00,Parking Enforcement,4
2018-05-02 06:00:00,Sewer Issues,1
2018-05-02 06:00:00,Street and Sidewalk Cleaning,18
2018-05-02 06:00:00,Tree Maintenance,1
2018-05-02 07:00:00,Abandoned Vehicle,12
2018-05-02 07:00:00,Blocked Street or SideWalk,1
2018-05-02 07:00:00,Encampments,28
2018-05-02 07:00:00,General Request - MTA,2
2018-05-02 07:00:00,General Request - PUBLIC WORKS,8
2018-05-02 07:00:00,General Request - PUC,1
2018-05-02 07:00:00,Graffiti,31
2018-05-02 07:00:00,Homeless Concerns,8
2018-05-02 07:00:00,Illegal Postings,1
2018-05-02 07:00:00,MUNI Feedback,5
2018-05-02 07:00:00,Noise Report,1
2018-05-02 07:00:00,Parking Enforcement,7
2018-05-02 07:00:00,Rec and Park Requests,2
2018-05-02 07:00:00,SFHA Requests,3
2018-05-02 07:00:00,Sewer Issues,1
2018-05-02 07:00:00,Sidewalk or Curb,2
2018-05-02 07:00:00,Sign Repair,1
2018-05-02 07:00:00,Street Defects,1
2018-05-02 07:00:00,Street and Sidewalk Cleaning,69
2018-05-02 07:00:00,Temporary Sign Request,1
2018-05-02 07:00:00,Tree Maintenance,1
2018-05-02 08:00:00,Abandoned Vehicle,10
2018-05-02 08:00:00,Blocked Street or SideWalk,1
2018-05-02 08:00:00,Encampments,26
2018-05-02 08:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-02 08:00:00,General Request - DPH,1
2018-05-02 08:00:00,General Request - MTA,3
2018-05-02 08:00:00,General Request - PUBLIC WORKS,7
2018-05-02 08:00:00,General Request - PUC,1
2018-05-02 08:00:00,Graffiti,15
2018-05-02 08:00:00,Homeless Concerns,28
2018-05-02 08:00:00,Litter Receptacles,3
2018-05-02 08:00:00,MUNI Feedback,6
2018-05-02 08:00:00,Noise Report,4
2018-05-02 08:00:00,Parking Enforcement,12
2018-05-02 08:00:00,Rec and Park Requests,1
2018-05-02 08:00:00,Sidewalk or Curb,2
2018-05-02 08:00:00,Street Defects,3
2018-05-02 08:00:00,Street and Sidewalk Cleaning,68
2018-05-02 08:00:00,Tree Maintenance,4
2018-05-02 09:00:00,311 External Request,1
2018-05-02 09:00:00,Abandoned Vehicle,5
2018-05-02 09:00:00,Blocked Street or SideWalk,1
2018-05-02 09:00:00,Damaged Property,5
2018-05-02 09:00:00,Encampments,13
2018-05-02 09:00:00,General Request - ANIMAL CARE CONTROL,1
2018-05-02 09:00:00,General Request - BUILDING INSPECTION,1
2018-05-02 09:00:00,General Request - COUNTY CLERK,1
2018-05-02 09:00:00,General Request - MTA,6
2018-05-02 09:00:00,General Request - PUBLIC WORKS,5
2018-05-02 09:00:00,General Request - PUC,2
2018-05-02 09:00:00,Graffiti,10
2018-05-02 09:00:00,Homeless Concerns,12
2018-05-02 09:00:00,Litter Receptacles,2
2018-05-02 09:00:00,MUNI Feedback,9
2018-05-02 09:00:00,Noise Report,1
2018-05-02 09:00:00,Parking Enforcement,21
2018-05-02 09:00:00,Rec and Park Requests,2
2018-05-02 09:00:00,Residential Building Request,2
2018-05-02 09:00:00,Sidewalk or Curb,1
2018-05-02 09:00:00,Sign Repair,1
2018-05-02 09:00:00,Street Defects,2
2018-05-02 09:00:00,Street and Sidewalk Cleaning,44
2018-05-02 09:00:00,Temporary Sign Request,2
2018-05-02 09:00:00,Tree Maintenance,4
2018-05-02 10:00:00,Abandoned Vehicle,15
2018-05-02 10:00:00,Blocked Street or SideWalk,1
2018-05-02 10:00:00,Damaged Property,1
2018-05-02 10:00:00,Encampments,12
2018-05-02 10:00:00,General Request - ASSESSOR RECORDER,2
2018-05-02 10:00:00,General Request - BUILDING INSPECTION,1
2018-05-02 10:00:00,General Request - COUNTY CLERK,4
2018-05-02 10:00:00,General Request - DPH,3
2018-05-02 10:00:00,General Request - MTA,2
2018-05-02 10:00:00,General Request - PUBLIC WORKS,5
2018-05-02 10:00:00,Homeless Concerns,12
2018-05-02 10:00:00,Illegal Postings,1
2018-05-02 10:00:00,Litter Receptacles,2
2018-05-02 10:00:00,MUNI Feedback,8
2018-05-02 10:00:00,Noise Report,1
2018-05-02 10:00:00,Parking Enforcement,11
2018-05-02 10:00:00,Residential Building Request,1
2018-05-02 10:00:00,Sewer Issues,4
2018-05-02 10:00:00,Street Defects,4
2018-05-02 10:00:00,Street and Sidewalk Cleaning,35
2018-05-02 10:00:00,Streetlights,4
2018-05-02 10:00:00,Temporary Sign Request,4
2018-05-02 10:00:00,Tree Maintenance,4
2018-05-02 11:00:00,Abandoned Vehicle,4
2018-05-02 11:00:00,Blocked Street or SideWalk,2
2018-05-02 11:00:00,Damaged Property,2
2018-05-02 11:00:00,Encampments,5
2018-05-02 11:00:00,General Request - ASSESSOR RECORDER,1
2018-05-02 11:00:00,General Request - BUILDING INSPECTION,1
2018-05-02 11:00:00,General Request - DPH,1
2018-05-02 11:00:00,General Request - FIRE DEPARTMENT,1
2018-05-02 11:00:00,General Request - MOCD,1
2018-05-02 11:00:00,General Request - MTA,2
2018-05-02 11:00:00,General Request - PLANNING,1
2018-05-02 11:00:00,General Request - PUBLIC WORKS,2
2018-05-02 11:00:00,General Request - PUC,1
2018-05-02 11:00:00,Graffiti,13
2018-05-02 11:00:00,Homeless Concerns,4
2018-05-02 11:00:00,Illegal Postings,1
2018-05-02 11:00:00,Litter Receptacles,1
2018-05-02 11:00:00,MUNI Feedback,2
2018-05-02 11:00:00,Parking Enforcement,9
2018-05-02 11:00:00,Rec and Park Requests,2
2018-05-02 11:00:00,Street Defects,3
2018-05-02 11:00:00,Street and Sidewalk Cleaning,49
2018-05-02 11:00:00,Streetlights,1
2018-05-02 11:00:00,Temporary Sign Request,4
2018-05-02 11:00:00,Tree Maintenance,3
2018-05-02 12:00:00,Abandoned Vehicle,8
2018-05-02 12:00:00,Blocked Street or SideWalk,1
2018-05-02 12:00:00,Color Curb,1
2018-05-02 12:00:00,Damaged Property,3
2018-05-02 12:00:00,Encampments,9
2018-05-02 12:00:00,General Request - 311CUSTOMERSERVICECENTER,2
2018-05-02 12:00:00,General Request - BUILDING INSPECTION,1
2018-05-02 12:00:00,General Request - COUNTY CLERK,1
2018-05-02 12:00:00,General Request - MTA,1
2018-05-02 12:00:00,General Request - PLANNING,1
2018-05-02 12:00:00,General Request - PUBLIC WORKS,5
2018-05-02 12:00:00,Graffiti,12
2018-05-02 12:00:00,Homeless Concerns,8
2018-05-02 12:00:00,Illegal Postings,3
2018-05-02 12:00:00,MUNI Feedback,3
2018-05-02 12:00:00,Parking Enforcement,20
2018-05-02 12:00:00,SFHA Requests,1
2018-05-02 12:00:00,Sign Repair,2
2018-05-02 12:00:00,Street Defects,2
2018-05-02 12:00:00,Street and Sidewalk Cleaning,43
2018-05-02 12:00:00,Streetlights,2
2018-05-02 12:00:00,Temporary Sign Request,1
2018-05-02 12:00:00,Tree Maintenance,6
2018-05-02 13:00:00,Abandoned Vehicle,4
2018-05-02 13:00:00,Color Curb,1
2018-05-02 13:00:00,Damaged Property,5
2018-05-02 13:00:00,Encampments,11
2018-05-02 13:00:00,General Request - BUILDING INSPECTION,2
2018-05-02 13:00:00,General Request - COUNTY CLERK,3
2018-05-02 13:00:00,General Request - MTA,3
2018-05-02 13:00:00,General Request - PUBLIC WORKS,9
2018-05-02 13:00:00,Graffiti,4
2018-05-02 13:00:00,Homeless Concerns,13
2018-05-02 13:00:00,Illegal Postings,2
2018-05-02 13:00:00,MUNI Feedback,2
2018-05-02 13:00:00,Parking Enforcement,10
2018-05-02 13:00:00,Rec and Park Requests,3
2018-05-02 13:00:00,Residential Building Request,1
2018-05-02 13:00:00,Sewer Issues,3
2018-05-02 13:00:00,Sidewalk or Curb,1
2018-05-02 13:00:00,Sign Repair,2
2018-05-02 13:00:00,Street Defects,2
2018-05-02 13:00:00,Street and Sidewalk Cleaning,25
2018-05-02 13:00:00,Streetlights,2
2018-05-02 13:00:00,Temporary Sign Request,3
2018-05-02 13:00:00,Tree Maintenance,3
2018-05-02 14:00:00,Abandoned Vehicle,4
2018-05-02 14:00:00,DPW Volunteer Programs,1
2018-05-02 14:00:00,Damaged Property,24
2018-05-02 14:00:00,Encampments,8
2018-05-02 14:00:00,General Request - BUILDING INSPECTION,1
2018-05-02 14:00:00,General Request - COUNTY CLERK,1
2018-05-02 14:00:00,General Request - DPH,1
2018-05-02 14:00:00,General Request - MTA,2
2018-05-02 14:00:00,General Request - PUBLIC WORKS,5
2018-05-02 14:00:00,General Request - PUC,1
2018-05-02 14:00:00,Graffiti,5
2018-05-02 14:00:00,Homeless Concerns,9
2018-05-02 14:00:00,Illegal Postings,3
2018-05-02 14:00:00,Litter Receptacles,2
2018-05-02 14:00:00,MUNI Feedback,3
2018-05-02 14:00:00,Noise Report,1
2018-05-02 14:00:00,Parking Enforcement,15
2018-05-02 14:00:00,Rec and Park Requests,2
2018-05-02 14:00:00,Sign Repair,2
2018-05-02 14:00:00,Street Defects,5
2018-05-02 14:00:00,Street and Sidewalk Cleaning,31
2018-05-02 14:00:00,Streetlights,3
2018-05-02 14:00:00,Temporary Sign Request,2
2018-05-02 14:00:00,Tree Maintenance,5
2018-05-02 15:00:00,Abandoned Vehicle,4
2018-05-02 15:00:00,Color Curb,1
2018-05-02 15:00:00,Damaged Property,7
2018-05-02 15:00:00,Encampments,7
2018-05-02 15:00:00,General Request - COUNTY CLERK,1
2018-05-02 15:00:00,General Request - DPH,1
2018-05-02 15:00:00,General Request - MTA,5
2018-05-02 15:00:00,General Request - PUBLIC WORKS,5
2018-05-02 15:00:00,General Request - PUC,1
2018-05-02 15:00:00,Graffiti,4
2018-05-02 15:00:00,Homeless Concerns,7
2018-05-02 15:00:00,Litter Receptacles,1
2018-05-02 15:00:00,MUNI Feedback,2
2018-05-02 15:00:00,Noise Report,2
2018-05-02 15:00:00,Parking Enforcement,7
2018-05-02 15:00:00,Rec and Park Requests,1
2018-05-02 15:00:00,Residential Building Request,1
2018-05-02 15:00:00,Sidewalk or Curb,6
2018-05-02 15:00:00,Street Defects,2
2018-05-02 15:00:00,Street and Sidewalk Cleaning,27
2018-05-02 15:00:00,Streetlights,1
2018-05-02 15:00:00,Temporary Sign Request,2
2018-05-02 15:00:00,Tree Maintenance,3
2018-05-02 16:00:00,Abandoned Vehicle,16
2018-05-02 16:00:00,Blocked Street or SideWalk,4
2018-05-02 16:00:00,Damaged Property,4
2018-05-02 16:00:00,Encampments,14
2018-05-02 16:00:00,General Request - BUILDING INSPECTION,1
2018-05-02 16:00:00,General Request - DPH,1
2018-05-02 16:00:00,General Request - MTA,5
2018-05-02 16:00:00,General Request - PUBLIC WORKS,4
2018-05-02 16:00:00,General Request - PUC,1
2018-05-02 16:00:00,General Request - SFPD,1
2018-05-02 16:00:00,Graffiti,7
2018-05-02 16:00:00,Homeless Concerns,6
2018-05-02 16:00:00,MUNI Feedback,4
2018-05-02 16:00:00,Noise Report,2
2018-05-02 16:00:00,Parking Enforcement,11
2018-05-02 16:00:00,Rec and Park Requests,3
2018-05-02 16:00:00,Sewer Issues,1
2018-05-02 16:00:00,Sidewalk or Curb,1
2018-05-02 16:00:00,Street Defects,3
2018-05-02 16:00:00,Street and Sidewalk Cleaning,33
2018-05-02 16:00:00,Streetlights,4
2018-05-02 16:00:00,Tree Maintenance,3
2018-05-02 17:00:00,Abandoned Vehicle,3
2018-05-02 17:00:00,Blocked Street or SideWalk,1
2018-05-02 17:00:00,Damaged Property,3
2018-05-02 17:00:00,Encampments,12
2018-05-02 17:00:00,General Request - ANIMAL CARE CONTROL,1
2018-05-02 17:00:00,General Request - DPH,3
2018-05-02 17:00:00,General Request - MTA,1
2018-05-02 17:00:00,General Request - PUBLIC WORKS,2
2018-05-02 17:00:00,Graffiti,19
2018-05-02 17:00:00,Homeless Concerns,8
2018-05-02 17:00:00,Litter Receptacles,1
2018-05-02 17:00:00,MUNI Feedback,4
2018-05-02 17:00:00,Noise Report,1
2018-05-02 17:00:00,Parking Enforcement,20
2018-05-02 17:00:00,Rec and Park Requests,3
2018-05-02 17:00:00,Sewer Issues,1
2018-05-02 17:00:00,Street Defects,3
2018-05-02 17:00:00,Street and Sidewalk Cleaning,51
2018-05-02 17:00:00,Tree Maintenance,2
2018-05-02 18:00:00,Abandoned Vehicle,6
2018-05-02 18:00:00,Blocked Street or SideWalk,1
2018-05-02 18:00:00,Encampments,15
2018-05-02 18:00:00,General Request - ANIMAL CARE CONTROL,1
2018-05-02 18:00:00,General Request - BUILDING INSPECTION,1
2018-05-02 18:00:00,General Request - PUBLIC WORKS,1
2018-05-02 18:00:00,Graffiti,17
2018-05-02 18:00:00,Homeless Concerns,8
2018-05-02 18:00:00,Illegal Postings,1
2018-05-02 18:00:00,MUNI Feedback,3
2018-05-02 18:00:00,Parking Enforcement,9
2018-05-02 18:00:00,Rec and Park Requests,2
2018-05-02 18:00:00,Residential Building Request,1
2018-05-02 18:00:00,Sewer Issues,4
2018-05-02 18:00:00,Sidewalk or Curb,1
2018-05-02 18:00:00,Sign Repair,1
2018-05-02 18:00:00,Street Defects,2
2018-05-02 18:00:00,Street and Sidewalk Cleaning,25
2018-05-02 18:00:00,Tree Maintenance,1
2018-05-02 19:00:00,Abandoned Vehicle,6
2018-05-02 19:00:00,Damaged Property,1
2018-05-02 19:00:00,Encampments,11
2018-05-02 19:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-02 19:00:00,General Request - COUNTY CLERK,1
2018-05-02 19:00:00,General Request - DTIS,1
2018-05-02 19:00:00,General Request - PUBLIC WORKS,3
2018-05-02 19:00:00,Graffiti,2
2018-05-02 19:00:00,Homeless Concerns,3
2018-05-02 19:00:00,MUNI Feedback,6
2018-05-02 19:00:00,Parking Enforcement,12
2018-05-02 19:00:00,Rec and Park Requests,1
2018-05-02 19:00:00,SFHA Requests,1
2018-05-02 19:00:00,Sign Repair,1
2018-05-02 19:00:00,Street Defects,3
2018-05-02 19:00:00,Street and Sidewalk Cleaning,18
2018-05-02 20:00:00,Abandoned Vehicle,4
2018-05-02 20:00:00,Color Curb,1
2018-05-02 20:00:00,Damaged Property,2
2018-05-02 20:00:00,Encampments,6
2018-05-02 20:00:00,General Request - MTA,1
2018-05-02 20:00:00,General Request - PUBLIC WORKS,1
2018-05-02 20:00:00,General Request - PUC,1
2018-05-02 20:00:00,Graffiti,2
2018-05-02 20:00:00,Homeless Concerns,1
2018-05-02 20:00:00,Litter Receptacles,1
2018-05-02 20:00:00,MUNI Feedback,4
2018-05-02 20:00:00,Parking Enforcement,4
2018-05-02 20:00:00,Rec and Park Requests,1
2018-05-02 20:00:00,Residential Building Request,3
2018-05-02 20:00:00,Sewer Issues,1
2018-05-02 20:00:00,Sidewalk or Curb,2
2018-05-02 20:00:00,Sign Repair,1
2018-05-02 20:00:00,Street Defects,5
2018-05-02 20:00:00,Street and Sidewalk Cleaning,9
2018-05-02 20:00:00,Streetlights,1
2018-05-02 20:00:00,Temporary Sign Request,2
2018-05-02 21:00:00,Abandoned Vehicle,2
2018-05-02 21:00:00,Blocked Street or SideWalk,2
2018-05-02 21:00:00,Encampments,5
2018-05-02 21:00:00,General Request - PUC,1
2018-05-02 21:00:00,Homeless Concerns,5
2018-05-02 21:00:00,MUNI Feedback,3
2018-05-02 21:00:00,Noise Report,1
2018-05-02 21:00:00,Parking Enforcement,14
2018-05-02 21:00:00,Rec and Park Requests,1
2018-05-02 21:00:00,Sidewalk or Curb,2
2018-05-02 21:00:00,Sign Repair,2
2018-05-02 21:00:00,Street and Sidewalk Cleaning,7
2018-05-02 21:00:00,Streetlights,2
2018-05-02 21:00:00,Temporary Sign Request,1
2018-05-02 22:00:00,Encampments,5
2018-05-02 22:00:00,General Request - COUNTY CLERK,1
2018-05-02 22:00:00,General Request - MTA,6
2018-05-02 22:00:00,General Request - PUBLIC WORKS,1
2018-05-02 22:00:00,Graffiti,2
2018-05-02 22:00:00,Illegal Postings,2
2018-05-02 22:00:00,MUNI Feedback,1
2018-05-02 22:00:00,Parking Enforcement,25
2018-05-02 22:00:00,Rec and Park Requests,1
2018-05-02 22:00:00,Sign Repair,1
2018-05-02 22:00:00,Street Defects,2
2018-05-02 22:00:00,Street and Sidewalk Cleaning,1
2018-05-02 22:00:00,Streetlights,2
2018-05-02 23:00:00,General Request - PUBLIC WORKS,1
2018-05-02 23:00:00,Noise Report,2
2018-05-02 23:00:00,Parking Enforcement,5
2018-05-02 23:00:00,Street and Sidewalk Cleaning,3
2018-05-02 23:00:00,Streetlights,1
2018-05-03 00:00:00,Encampments,1
2018-05-03 00:00:00,General Request - COUNTY CLERK,1
2018-05-03 00:00:00,General Request - PUBLIC WORKS,1
2018-05-03 00:00:00,Graffiti,3
2018-05-03 00:00:00,Litter Receptacles,1
2018-05-03 00:00:00,MUNI Feedback,1
2018-05-03 00:00:00,Street and Sidewalk Cleaning,1
2018-05-03 01:00:00,Litter Receptacles,1
2018-05-03 01:00:00,MUNI Feedback,1
2018-05-03 01:00:00,Streetlights,1
2018-05-03 02:00:00,Encampments,1
2018-05-03 02:00:00,General Request - PUBLIC WORKS,2
2018-05-03 02:00:00,MUNI Feedback,2
2018-05-03 02:00:00,Noise Report,1
2018-05-03 02:00:00,Parking Enforcement,4
2018-05-03 02:00:00,Sign Repair,1
2018-05-03 02:00:00,Street and Sidewalk Cleaning,2
2018-05-03 03:00:00,General Request - MTA,1
2018-05-03 03:00:00,General Request - PUBLIC WORKS,1
2018-05-03 03:00:00,Graffiti,2
2018-05-03 03:00:00,Parking Enforcement,1
2018-05-03 03:00:00,Streetlights,1
2018-05-03 04:00:00,General Request - COUNTY CLERK,1
2018-05-03 04:00:00,Graffiti,5
2018-05-03 04:00:00,Residential Building Request,1
2018-05-03 04:00:00,Street and Sidewalk Cleaning,12
2018-05-03 04:00:00,Tree Maintenance,1
2018-05-03 05:00:00,Encampments,4
2018-05-03 05:00:00,General Request - COUNTY CLERK,2
2018-05-03 05:00:00,Graffiti,2
2018-05-03 05:00:00,Homeless Concerns,2
2018-05-03 05:00:00,MUNI Feedback,1
2018-05-03 05:00:00,Parking Enforcement,2
2018-05-03 05:00:00,Street and Sidewalk Cleaning,3
2018-05-03 06:00:00,Abandoned Vehicle,2
2018-05-03 06:00:00,Damaged Property,2
2018-05-03 06:00:00,Encampments,7
2018-05-03 06:00:00,General Request - PUBLIC WORKS,1
2018-05-03 06:00:00,General Request - PUC,1
2018-05-03 06:00:00,Graffiti,5
2018-05-03 06:00:00,Homeless Concerns,4
2018-05-03 06:00:00,Noise Report,3
2018-05-03 06:00:00,Parking Enforcement,2
2018-05-03 06:00:00,Sign Repair,1
2018-05-03 06:00:00,Street Defects,3
2018-05-03 06:00:00,Street and Sidewalk Cleaning,31
2018-05-03 06:00:00,Streetlights,1
2018-05-03 06:00:00,Tree Maintenance,1
2018-05-03 07:00:00,Abandoned Vehicle,3
2018-05-03 07:00:00,Damaged Property,1
2018-05-03 07:00:00,Encampments,23
2018-05-03 07:00:00,General Request - BOARD OF SUPERVISORS,1
2018-05-03 07:00:00,General Request - PUBLIC WORKS,3
2018-05-03 07:00:00,General Request - PUC,1
2018-05-03 07:00:00,Graffiti,1
2018-05-03 07:00:00,Homeless Concerns,11
2018-05-03 07:00:00,Litter Receptacles,2
2018-05-03 07:00:00,MUNI Feedback,4
2018-05-03 07:00:00,Parking Enforcement,11
2018-05-03 07:00:00,Rec and Park Requests,1
2018-05-03 07:00:00,Sewer Issues,1
2018-05-03 07:00:00,Sidewalk or Curb,1
2018-05-03 07:00:00,Street Defects,6
2018-05-03 07:00:00,Street and Sidewalk Cleaning,46
2018-05-03 07:00:00,Tree Maintenance,4
2018-05-03 08:00:00,Abandoned Vehicle,9
2018-05-03 08:00:00,Damaged Property,1
2018-05-03 08:00:00,Encampments,26
2018-05-03 08:00:00,General Request - ASSESSOR RECORDER,1
2018-05-03 08:00:00,General Request - DPH,3
2018-05-03 08:00:00,General Request - MTA,1
2018-05-03 08:00:00,General Request - PUBLIC WORKS,11
2018-05-03 08:00:00,Graffiti,8
2018-05-03 08:00:00,Homeless Concerns,16
2018-05-03 08:00:00,Litter Receptacles,1
2018-05-03 08:00:00,Noise Report,2
2018-05-03 08:00:00,Parking Enforcement,27
2018-05-03 08:00:00,Rec and Park Requests,3
2018-05-03 08:00:00,Sidewalk or Curb,1
2018-05-03 08:00:00,Sign Repair,1
2018-05-03 08:00:00,Street Defects,3
2018-05-03 08:00:00,Street and Sidewalk Cleaning,61
2018-05-03 08:00:00,Temporary Sign Request,2
2018-05-03 08:00:00,Tree Maintenance,3
2018-05-03 09:00:00,Abandoned Vehicle,7
2018-05-03 09:00:00,Blocked Street or SideWalk,4
2018-05-03 09:00:00,Damaged Property,1
2018-05-03 09:00:00,Encampments,24
2018-05-03 09:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-05-03 09:00:00,General Request - BUILDING INSPECTION,1
2018-05-03 09:00:00,General Request - COUNTY CLERK,1
2018-05-03 09:00:00,General Request - DPH,2
2018-05-03 09:00:00,General Request - FIRE DEPARTMENT,1
2018-05-03 09:00:00,General Request - PLANNING,1
2018-05-03 09:00:00,General Request - PUBLIC WORKS,6
2018-05-03 09:00:00,Graffiti,8
2018-05-03 09:00:00,Homeless Concerns,26
2018-05-03 09:00:00,MUNI Feedback,2
2018-05-03 09:00:00,Noise Report,3
2018-05-03 09:00:00,Parking Enforcement,11
2018-05-03 09:00:00,Rec and Park Requests,1
2018-05-03 09:00:00,Sewer Issues,5
2018-05-03 09:00:00,Sidewalk or Curb,1
2018-05-03 09:00:00,Street Defects,2
2018-05-03 09:00:00,Street and Sidewalk Cleaning,52
2018-05-03 09:00:00,Temporary Sign Request,1
2018-05-03 09:00:00,Tree Maintenance,2
