date,category,value
2018-01-01 00:00:00,Abandoned Vehicle,1
2018-01-01 00:00:00,General Request - ANIMAL CARE CONTROL,1
2018-01-01 00:00:00,General Request - PUC,1
2018-01-01 00:00:00,Graffiti,1
2018-01-01 00:00:00,MUNI Feedback,1
2018-01-01 00:00:00,Noise Report,1
2018-01-01 00:00:00,Sewer Issues,1
2018-01-01 00:00:00,Street and Sidewalk Cleaning,4
2018-01-01 01:00:00,MUNI Feedback,1
2018-01-01 01:00:00,Noise Report,5
2018-01-01 02:00:00,Encampments,1
2018-01-01 02:00:00,General Request - PUBLIC WORKS,1
2018-01-01 02:00:00,Homeless Concerns,3
2018-01-01 02:00:00,MUNI Feedback,1
2018-01-01 02:00:00,Noise Report,3
2018-01-01 02:00:00,Street and Sidewalk Cleaning,2
2018-01-01 04:00:00,Noise Report,1
2018-01-01 04:00:00,Street and Sidewalk Cleaning,4
2018-01-01 05:00:00,Homeless Concerns,1
2018-01-01 05:00:00,MUNI Feedback,1
2018-01-01 05:00:00,Noise Report,1
2018-01-01 05:00:00,Street and Sidewalk Cleaning,1
2018-01-01 06:00:00,MUNI Feedback,1
2018-01-01 06:00:00,Street and Sidewalk Cleaning,1
2018-01-01 07:00:00,Abandoned Vehicle,1
2018-01-01 07:00:00,Encampments,1
2018-01-01 07:00:00,Homeless Concerns,1
2018-01-01 07:00:00,Litter Receptacles,1
2018-01-01 07:00:00,Rec and Park Requests,1
2018-01-01 07:00:00,Residential Building Request,1
2018-01-01 07:00:00,SFHA Requests,1
2018-01-01 07:00:00,Sidewalk or Curb,1
2018-01-01 07:00:00,Street and Sidewalk Cleaning,9
2018-01-01 08:00:00,Abandoned Vehicle,2
2018-01-01 08:00:00,Blocked Street or SideWalk,1
2018-01-01 08:00:00,Damaged Property,1
2018-01-01 08:00:00,Encampments,3
2018-01-01 08:00:00,General Request - PUBLIC WORKS,3
2018-01-01 08:00:00,Graffiti,7
2018-01-01 08:00:00,Homeless Concerns,3
2018-01-01 08:00:00,Litter Receptacles,1
2018-01-01 08:00:00,Noise Report,1
2018-01-01 08:00:00,Rec and Park Requests,2
2018-01-01 08:00:00,Residential Building Request,1
2018-01-01 08:00:00,Sidewalk or Curb,2
2018-01-01 08:00:00,Street and Sidewalk Cleaning,34
2018-01-01 09:00:00,Abandoned Vehicle,2
2018-01-01 09:00:00,Encampments,1
2018-01-01 09:00:00,General Request - PUBLIC WORKS,1
2018-01-01 09:00:00,Graffiti,8
2018-01-01 09:00:00,Homeless Concerns,3
2018-01-01 09:00:00,Illegal Postings,1
2018-01-01 09:00:00,Litter Receptacles,2
2018-01-01 09:00:00,MUNI Feedback,1
2018-01-01 09:00:00,Residential Building Request,1
2018-01-01 09:00:00,Street and Sidewalk Cleaning,30
2018-01-01 09:00:00,Tree Maintenance,1
2018-01-01 10:00:00,Abandoned Vehicle,5
2018-01-01 10:00:00,Damaged Property,1
2018-01-01 10:00:00,Encampments,1
2018-01-01 10:00:00,General Request - PUBLIC WORKS,2
2018-01-01 10:00:00,Graffiti,7
2018-01-01 10:00:00,Homeless Concerns,5
2018-01-01 10:00:00,Litter Receptacles,1
2018-01-01 10:00:00,Noise Report,2
2018-01-01 10:00:00,Rec and Park Requests,4
2018-01-01 10:00:00,Residential Building Request,4
2018-01-01 10:00:00,Street and Sidewalk Cleaning,43
2018-01-01 10:00:00,Tree Maintenance,1
2018-01-01 11:00:00,Abandoned Vehicle,4
2018-01-01 11:00:00,Blocked Street or SideWalk,6
2018-01-01 11:00:00,Catch Basin Maintenance,1
2018-01-01 11:00:00,Damaged Property,1
2018-01-01 11:00:00,Encampments,43
2018-01-01 11:00:00,General Request - PLANNING,1
2018-01-01 11:00:00,General Request - PUBLIC WORKS,2
2018-01-01 11:00:00,Graffiti,18
2018-01-01 11:00:00,Homeless Concerns,38
2018-01-01 11:00:00,Illegal Postings,1
2018-01-01 11:00:00,MUNI Feedback,2
2018-01-01 11:00:00,Noise Report,5
2018-01-01 11:00:00,Rec and Park Requests,3
2018-01-01 11:00:00,Residential Building Request,1
2018-01-01 11:00:00,Sidewalk or Curb,3
2018-01-01 11:00:00,Sign Repair,1
2018-01-01 11:00:00,Street Defects,1
2018-01-01 11:00:00,Street and Sidewalk Cleaning,89
2018-01-01 11:00:00,Tree Maintenance,2
2018-01-01 12:00:00,Abandoned Vehicle,6
2018-01-01 12:00:00,Damaged Property,2
2018-01-01 12:00:00,Encampments,9
2018-01-01 12:00:00,General Request - PUBLIC WORKS,3
2018-01-01 12:00:00,General Request - PUC,1
2018-01-01 12:00:00,General Request - RPD,1
2018-01-01 12:00:00,Graffiti,6
2018-01-01 12:00:00,Homeless Concerns,6
2018-01-01 12:00:00,Litter Receptacles,1
2018-01-01 12:00:00,MUNI Feedback,1
2018-01-01 12:00:00,Rec and Park Requests,3
2018-01-01 12:00:00,Residential Building Request,1
2018-01-01 12:00:00,Sewer Issues,1
2018-01-01 12:00:00,Sign Repair,3
2018-01-01 12:00:00,Street and Sidewalk Cleaning,31
2018-01-01 12:00:00,Streetlights,1
2018-01-01 13:00:00,Abandoned Vehicle,2
2018-01-01 13:00:00,Color Curb,1
2018-01-01 13:00:00,Damaged Property,3
2018-01-01 13:00:00,Encampments,7
2018-01-01 13:00:00,Graffiti,1
2018-01-01 13:00:00,Homeless Concerns,10
2018-01-01 13:00:00,Litter Receptacles,1
2018-01-01 13:00:00,MUNI Feedback,2
2018-01-01 13:00:00,Noise Report,2
2018-01-01 13:00:00,Rec and Park Requests,2
2018-01-01 13:00:00,Sewer Issues,1
2018-01-01 13:00:00,Sidewalk or Curb,1
2018-01-01 13:00:00,Street and Sidewalk Cleaning,24
2018-01-01 13:00:00,Tree Maintenance,2
2018-01-01 14:00:00,Abandoned Vehicle,3
2018-01-01 14:00:00,Color Curb,1
2018-01-01 14:00:00,Damaged Property,3
2018-01-01 14:00:00,Encampments,8
2018-01-01 14:00:00,General Request - COUNTY CLERK,1
2018-01-01 14:00:00,General Request - MTA,1
2018-01-01 14:00:00,General Request - PUBLIC WORKS,1
2018-01-01 14:00:00,Graffiti,4
2018-01-01 14:00:00,Homeless Concerns,5
2018-01-01 14:00:00,Litter Receptacles,1
2018-01-01 14:00:00,Noise Report,1
2018-01-01 14:00:00,Sewer Issues,1
2018-01-01 14:00:00,Sign Repair,2
2018-01-01 14:00:00,Street and Sidewalk Cleaning,35
2018-01-01 14:00:00,Streetlights,1
2018-01-01 15:00:00,Abandoned Vehicle,8
2018-01-01 15:00:00,Blocked Street or SideWalk,6
2018-01-01 15:00:00,Damaged Property,2
2018-01-01 15:00:00,Encampments,45
2018-01-01 15:00:00,Graffiti,7
2018-01-01 15:00:00,Homeless Concerns,28
2018-01-01 15:00:00,MUNI Feedback,1
2018-01-01 15:00:00,Sewer Issues,1
2018-01-01 15:00:00,Sign Repair,1
2018-01-01 15:00:00,Street and Sidewalk Cleaning,54
2018-01-01 15:00:00,Streetlights,2
2018-01-01 16:00:00,Abandoned Vehicle,3
2018-01-01 16:00:00,Blocked Street or SideWalk,1
2018-01-01 16:00:00,Damaged Property,3
2018-01-01 16:00:00,Encampments,13
2018-01-01 16:00:00,General Request - ART COMMISSION,1
2018-01-01 16:00:00,General Request - COUNTY CLERK,1
2018-01-01 16:00:00,General Request - DPH,1
2018-01-01 16:00:00,Graffiti,15
2018-01-01 16:00:00,Homeless Concerns,6
2018-01-01 16:00:00,MUNI Feedback,3
2018-01-01 16:00:00,Noise Report,1
2018-01-01 16:00:00,Sewer Issues,1
2018-01-01 16:00:00,Street and Sidewalk Cleaning,30
2018-01-01 16:00:00,Streetlights,1
2018-01-01 17:00:00,Abandoned Vehicle,3
2018-01-01 17:00:00,Damaged Property,1
2018-01-01 17:00:00,Encampments,4
2018-01-01 17:00:00,General Request - PUC,1
2018-01-01 17:00:00,Graffiti,3
2018-01-01 17:00:00,Homeless Concerns,5
2018-01-01 17:00:00,MUNI Feedback,1
2018-01-01 17:00:00,Noise Report,1
2018-01-01 17:00:00,Rec and Park Requests,2
2018-01-01 17:00:00,Sewer Issues,1
2018-01-01 17:00:00,Sidewalk or Curb,1
2018-01-01 17:00:00,Street and Sidewalk Cleaning,10
2018-01-01 17:00:00,Streetlights,4
2018-01-01 17:00:00,Tree Maintenance,1
2018-01-01 18:00:00,Abandoned Vehicle,5
2018-01-01 18:00:00,Encampments,2
2018-01-01 18:00:00,General Request - PUBLIC WORKS,1
2018-01-01 18:00:00,Graffiti,4
2018-01-01 18:00:00,Homeless Concerns,10
2018-01-01 18:00:00,MUNI Feedback,1
2018-01-01 18:00:00,Noise Report,2
2018-01-01 18:00:00,Rec and Park Requests,4
2018-01-01 18:00:00,Street and Sidewalk Cleaning,11
2018-01-01 19:00:00,Abandoned Vehicle,2
2018-01-01 19:00:00,Encampments,5
2018-01-01 19:00:00,General Request - DPH,2
2018-01-01 19:00:00,Homeless Concerns,2
2018-01-01 19:00:00,Rec and Park Requests,1
2018-01-01 19:00:00,SFHA Requests,2
2018-01-01 19:00:00,Sewer Issues,2
2018-01-01 19:00:00,Street and Sidewalk Cleaning,7
2018-01-01 19:00:00,Streetlights,2
2018-01-01 20:00:00,Abandoned Vehicle,2
2018-01-01 20:00:00,Encampments,12
2018-01-01 20:00:00,Graffiti,2
2018-01-01 20:00:00,Homeless Concerns,2
2018-01-01 20:00:00,MUNI Feedback,1
2018-01-01 20:00:00,Noise Report,1
2018-01-01 20:00:00,Rec and Park Requests,1
2018-01-01 20:00:00,Street and Sidewalk Cleaning,9
2018-01-01 20:00:00,Streetlights,1
2018-01-01 20:00:00,Tree Maintenance,1
2018-01-01 21:00:00,General Request - COUNTY CLERK,1
2018-01-01 21:00:00,General Request - PUBLIC WORKS,1
2018-01-01 21:00:00,Graffiti,4
2018-01-01 21:00:00,Homeless Concerns,1
2018-01-01 21:00:00,Illegal Postings,2
2018-01-01 21:00:00,Rec and Park Requests,1
2018-01-01 21:00:00,Sign Repair,1
2018-01-01 21:00:00,Street and Sidewalk Cleaning,11
2018-01-01 21:00:00,Streetlights,2
2018-01-01 21:00:00,Tree Maintenance,1
2018-01-01 22:00:00,Abandoned Vehicle,2
2018-01-01 22:00:00,Encampments,1
2018-01-01 22:00:00,Graffiti,2
2018-01-01 22:00:00,Homeless Concerns,1
2018-01-01 22:00:00,Noise Report,1
2018-01-01 22:00:00,Sign Repair,1
2018-01-01 22:00:00,Street and Sidewalk Cleaning,4
2018-01-01 22:00:00,Streetlights,1
2018-01-01 23:00:00,Abandoned Vehicle,1
2018-01-01 23:00:00,Damaged Property,1
2018-01-01 23:00:00,Encampments,1
2018-01-01 23:00:00,Homeless Concerns,1
2018-01-01 23:00:00,MUNI Feedback,1
2018-01-01 23:00:00,Sign Repair,1
2018-01-01 23:00:00,Street and Sidewalk Cleaning,3
2018-01-02 00:00:00,Homeless Concerns,1
2018-01-02 00:00:00,Street and Sidewalk Cleaning,2
2018-01-02 01:00:00,Damaged Property,1
2018-01-02 01:00:00,MUNI Feedback,1
2018-01-02 01:00:00,Street and Sidewalk Cleaning,5
2018-01-02 02:00:00,Damaged Property,1
2018-01-02 03:00:00,Noise Report,1
2018-01-02 04:00:00,General Request - RPD,1
2018-01-02 04:00:00,General Request - TT COLLECTOR,1
2018-01-02 04:00:00,Noise Report,1
2018-01-02 04:00:00,Street and Sidewalk Cleaning,1
2018-01-02 05:00:00,Abandoned Vehicle,1
2018-01-02 05:00:00,Encampments,1
2018-01-02 05:00:00,General Request - BUILDING INSPECTION,1
2018-01-02 05:00:00,Litter Receptacles,1
2018-01-02 05:00:00,Noise Report,1
2018-01-02 05:00:00,Street and Sidewalk Cleaning,4
2018-01-02 06:00:00,Encampments,2
2018-01-02 06:00:00,Graffiti,8
2018-01-02 06:00:00,Homeless Concerns,1
2018-01-02 06:00:00,MUNI Feedback,3
2018-01-02 06:00:00,Noise Report,1
2018-01-02 06:00:00,Sidewalk or Curb,1
2018-01-02 06:00:00,Street and Sidewalk Cleaning,14
2018-01-02 06:00:00,Temporary Sign Request,1
2018-01-02 07:00:00,Abandoned Vehicle,5
2018-01-02 07:00:00,Damaged Property,2
2018-01-02 07:00:00,Encampments,13
2018-01-02 07:00:00,General Request - DPH,1
2018-01-02 07:00:00,General Request - PUBLIC WORKS,3
2018-01-02 07:00:00,Graffiti,8
2018-01-02 07:00:00,Homeless Concerns,7
2018-01-02 07:00:00,Litter Receptacles,4
2018-01-02 07:00:00,MUNI Feedback,4
2018-01-02 07:00:00,Rec and Park Requests,1
2018-01-02 07:00:00,Sewer Issues,1
2018-01-02 07:00:00,Street and Sidewalk Cleaning,60
2018-01-02 07:00:00,Streetlights,1
2018-01-02 07:00:00,Temporary Sign Request,1
2018-01-02 07:00:00,Tree Maintenance,1
2018-01-02 08:00:00,Abandoned Vehicle,6
2018-01-02 08:00:00,Blocked Street or SideWalk,1
2018-01-02 08:00:00,Damaged Property,3
2018-01-02 08:00:00,Encampments,15
2018-01-02 08:00:00,General Request - DPH,1
2018-01-02 08:00:00,General Request - MTA,1
2018-01-02 08:00:00,General Request - PUBLIC WORKS,1
2018-01-02 08:00:00,Graffiti,11
2018-01-02 08:00:00,Homeless Concerns,13
2018-01-02 08:00:00,Litter Receptacles,3
2018-01-02 08:00:00,MUNI Feedback,7
2018-01-02 08:00:00,Rec and Park Requests,2
2018-01-02 08:00:00,Sewer Issues,1
2018-01-02 08:00:00,Sidewalk or Curb,1
2018-01-02 08:00:00,Street Defects,1
2018-01-02 08:00:00,Street and Sidewalk Cleaning,84
2018-01-02 08:00:00,Streetlights,2
2018-01-02 08:00:00,Temporary Sign Request,3
2018-01-02 08:00:00,Tree Maintenance,3
2018-01-02 09:00:00,Abandoned Vehicle,12
2018-01-02 09:00:00,Blocked Street or SideWalk,2
2018-01-02 09:00:00,Damaged Property,5
2018-01-02 09:00:00,Encampments,19
2018-01-02 09:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-01-02 09:00:00,General Request - COUNTY CLERK,6
2018-01-02 09:00:00,General Request - PUBLIC WORKS,5
2018-01-02 09:00:00,Graffiti,23
2018-01-02 09:00:00,Homeless Concerns,12
2018-01-02 09:00:00,Litter Receptacles,1
2018-01-02 09:00:00,MUNI Feedback,4
2018-01-02 09:00:00,Residential Building Request,2
2018-01-02 09:00:00,Sewer Issues,8
2018-01-02 09:00:00,Sidewalk or Curb,2
2018-01-02 09:00:00,Sign Repair,1
2018-01-02 09:00:00,Street and Sidewalk Cleaning,66
2018-01-02 09:00:00,Streetlights,1
2018-01-02 09:00:00,Temporary Sign Request,2
2018-01-02 09:00:00,Tree Maintenance,1
2018-01-02 10:00:00,Abandoned Vehicle,8
2018-01-02 10:00:00,Blocked Street or SideWalk,1
2018-01-02 10:00:00,Damaged Property,2
2018-01-02 10:00:00,Encampments,13
2018-01-02 10:00:00,General Request - ASSESSOR RECORDER,2
2018-01-02 10:00:00,General Request - COUNTY CLERK,2
2018-01-02 10:00:00,General Request - DPH,1
2018-01-02 10:00:00,General Request - MTA,1
2018-01-02 10:00:00,General Request - PUBLIC WORKS,1
2018-01-02 10:00:00,General Request - PUC,2
2018-01-02 10:00:00,Graffiti,31
2018-01-02 10:00:00,Homeless Concerns,22
2018-01-02 10:00:00,Litter Receptacles,2
2018-01-02 10:00:00,MUNI Feedback,2
2018-01-02 10:00:00,Noise Report,1
2018-01-02 10:00:00,Rec and Park Requests,4
2018-01-02 10:00:00,SFHA Requests,1
2018-01-02 10:00:00,Sewer Issues,4
2018-01-02 10:00:00,Sign Repair,2
2018-01-02 10:00:00,Street Defects,4
2018-01-02 10:00:00,Street and Sidewalk Cleaning,90
2018-01-02 10:00:00,Streetlights,2
2018-01-02 10:00:00,Temporary Sign Request,4
2018-01-02 10:00:00,Tree Maintenance,7
2018-01-02 11:00:00,Abandoned Vehicle,3
2018-01-02 11:00:00,Damaged Property,5
2018-01-02 11:00:00,Encampments,12
2018-01-02 11:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-01-02 11:00:00,General Request - COUNTY CLERK,1
2018-01-02 11:00:00,General Request - DPH,2
2018-01-02 11:00:00,General Request - MTA,1
2018-01-02 11:00:00,General Request - PORT AUTHORITY,1
2018-01-02 11:00:00,General Request - PUBLIC WORKS,3
2018-01-02 11:00:00,Graffiti,21
2018-01-02 11:00:00,Homeless Concerns,22
2018-01-02 11:00:00,Litter Receptacles,2
2018-01-02 11:00:00,MUNI Feedback,3
2018-01-02 11:00:00,Noise Report,2
2018-01-02 11:00:00,Rec and Park Requests,2
2018-01-02 11:00:00,SFHA Requests,1
2018-01-02 11:00:00,Sewer Issues,6
2018-01-02 11:00:00,Sidewalk or Curb,1
2018-01-02 11:00:00,Sign Repair,1
2018-01-02 11:00:00,Street Defects,1
2018-01-02 11:00:00,Street and Sidewalk Cleaning,55
2018-01-02 11:00:00,Streetlights,5
2018-01-02 11:00:00,Temporary Sign Request,4
2018-01-02 11:00:00,Tree Maintenance,2
2018-01-02 12:00:00,Abandoned Vehicle,10
2018-01-02 12:00:00,Blocked Street or SideWalk,1
2018-01-02 12:00:00,Damaged Property,4
2018-01-02 12:00:00,Encampments,11
2018-01-02 12:00:00,General Request - 311CUSTOMERSERVICECENTER,1
2018-01-02 12:00:00,General Request - COUNTY CLERK,2
2018-01-02 12:00:00,General Request - DPH,2
2018-01-02 12:00:00,General Request - MTA,1
2018-01-02 12:00:00,General Request - PUBLIC WORKS,2
2018-01-02 12:00:00,General Request - TT COLLECTOR,3
2018-01-02 12:00:00,Graffiti,42
2018-01-02 12:00:00,Homeless Concerns,15
2018-01-02 12:00:00,Litter Receptacles,2
2018-01-02 12:00:00,MUNI Feedback,3
2018-01-02 12:00:00,Rec and Park Requests,1
2018-01-02 12:00:00,Residential Building Request,1
2018-01-02 12:00:00,Sewer Issues,6
2018-01-02 12:00:00,Sign Repair,2
2018-01-02 12:00:00,Street Defects,3
2018-01-02 12:00:00,Street and Sidewalk Cleaning,64
2018-01-02 12:00:00,Streetlights,1
2018-01-02 12:00:00,Temporary Sign Request,1
2018-01-02 12:00:00,Tree Maintenance,4
2018-01-02 13:00:00,Abandoned Vehicle,8
2018-01-02 13:00:00,Blocked Street or SideWalk,2
2018-01-02 13:00:00,Damaged Property,4
2018-01-02 13:00:00,Encampments,7
2018-01-02 13:00:00,General Request - ASSESSOR RECORDER,1
2018-01-02 13:00:00,General Request - COUNTY CLERK,3
2018-01-02 13:00:00,General Request - DPH,2
2018-01-02 13:00:00,General Request - PUBLIC WORKS,4
2018-01-02 13:00:00,General Request - TT COLLECTOR,1
2018-01-02 13:00:00,Graffiti,21
2018-01-02 13:00:00,Homeless Concerns,5
2018-01-02 13:00:00,Illegal Postings,1
2018-01-02 13:00:00,Litter Receptacles,1
2018-01-02 13:00:00,MUNI Feedback,3
2018-01-02 13:00:00,Noise Report,1
2018-01-02 13:00:00,Residential Building Request,3
2018-01-02 13:00:00,Sewer Issues,1
2018-01-02 13:00:00,Sign Repair,4
2018-01-02 13:00:00,Street Defects,1
2018-01-02 13:00:00,Street and Sidewalk Cleaning,48
2018-01-02 13:00:00,Streetlights,1
2018-01-02 13:00:00,Temporary Sign Request,8
2018-01-02 13:00:00,Tree Maintenance,2
2018-01-02 14:00:00,Abandoned Vehicle,6
2018-01-02 14:00:00,Blocked Street or SideWalk,3
2018-01-02 14:00:00,Catch Basin Maintenance,1
2018-01-02 14:00:00,Color Curb,1
2018-01-02 14:00:00,Damaged Property,4
2018-01-02 14:00:00,Encampments,14
2018-01-02 14:00:00,General Request - ANIMAL CARE CONTROL,1
2018-01-02 14:00:00,General Request - ASSESSOR RECORDER,1
2018-01-02 14:00:00,General Request - BUILDING INSPECTION,1
2018-01-02 14:00:00,General Request - COUNTY CLERK,1
2018-01-02 14:00:00,General Request - MTA,2
2018-01-02 14:00:00,General Request - PUBLIC WORKS,4
2018-01-02 14:00:00,Graffiti,27
2018-01-02 14:00:00,Homeless Concerns,14
2018-01-02 14:00:00,Illegal Postings,3
2018-01-02 14:00:00,Litter Receptacles,1
2018-01-02 14:00:00,MUNI Feedback,4
2018-01-02 14:00:00,Rec and Park Requests,1
2018-01-02 14:00:00,Sewer Issues,4
2018-01-02 14:00:00,Sign Repair,5
2018-01-02 14:00:00,Street Defects,2
2018-01-02 14:00:00,Street and Sidewalk Cleaning,37
2018-01-02 14:00:00,Streetlights,1
2018-01-02 14:00:00,Temporary Sign Request,7
2018-01-02 14:00:00,Tree Maintenance,2
2018-01-02 15:00:00,311 External Request,1
2018-01-02 15:00:00,Abandoned Vehicle,3
2018-01-02 15:00:00,Damaged Property,2
2018-01-02 15:00:00,Encampments,13
2018-01-02 15:00:00,General Request - COUNTY CLERK,1
2018-01-02 15:00:00,General Request - DPH,2
2018-01-02 15:00:00,General Request - MTA,2
2018-01-02 15:00:00,General Request - PUBLIC WORKS,3
2018-01-02 15:00:00,General Request - PUC,2
2018-01-02 15:00:00,General Request - REAL ESTATE DEPARTMENT,1
2018-01-02 15:00:00,Graffiti,28
2018-01-02 15:00:00,Homeless Concerns,16
2018-01-02 15:00:00,Illegal Postings,1
2018-01-02 15:00:00,Litter Receptacles,2
2018-01-02 15:00:00,MUNI Feedback,2
2018-01-02 15:00:00,Noise Report,2
2018-01-02 15:00:00,Sewer Issues,3
2018-01-02 15:00:00,Street and Sidewalk Cleaning,66
2018-01-02 15:00:00,Streetlights,1
2018-01-02 15:00:00,Temporary Sign Request,1
2018-01-02 15:00:00,Tree Maintenance,5
2018-01-02 16:00:00,Abandoned Vehicle,11
2018-01-02 16:00:00,Blocked Street or SideWalk,2
2018-01-02 16:00:00,Damaged Property,2
2018-01-02 16:00:00,Encampments,10
2018-01-02 16:00:00,General Request - DPH,1
2018-01-02 16:00:00,General Request - MTA,2
2018-01-02 16:00:00,General Request - PUBLIC WORKS,1
2018-01-02 16:00:00,Graffiti,18
2018-01-02 16:00:00,Homeless Concerns,7
2018-01-02 16:00:00,Litter Receptacles,1
2018-01-02 16:00:00,MUNI Feedback,1
2018-01-02 16:00:00,Noise Report,1
2018-01-02 16:00:00,Rec and Park Requests,2
2018-01-02 16:00:00,Residential Building Request,1
2018-01-02 16:00:00,Sewer Issues,3
2018-01-02 16:00:00,Street Defects,2
2018-01-02 16:00:00,Street and Sidewalk Cleaning,51
2018-01-02 16:00:00,Temporary Sign Request,2
2018-01-02 16:00:00,Tree Maintenance,2
2018-01-02 17:00:00,Abandoned Vehicle,12
2018-01-02 17:00:00,Encampments,24
2018-01-02 17:00:00,General Request - MTA,1
2018-01-02 17:00:00,Graffiti,16
2018-01-02 17:00:00,Homeless Concerns,11
2018-01-02 17:00:00,Litter Receptacles,1
2018-01-02 17:00:00,Rec and Park Requests,2
2018-01-02 17:00:00,Sewer Issues,2
2018-01-02 17:00:00,Sidewalk or Curb,2
2018-01-02 17:00:00,Sign Repair,1
2018-01-02 17:00:00,Street Defects,1
2018-01-02 17:00:00,Street and Sidewalk Cleaning,25
2018-01-02 17:00:00,Streetlights,3
2018-01-02 17:00:00,Temporary Sign Request,1
2018-01-02 18:00:00,Abandoned Vehicle,6
2018-01-02 18:00:00,Encampments,15
2018-01-02 18:00:00,General Request - ANIMAL CARE CONTROL,1
2018-01-02 18:00:00,General Request - COUNTY CLERK,1
2018-01-02 18:00:00,General Request - MTA,1
2018-01-02 18:00:00,General Request - PUBLIC WORKS,1
2018-01-02 18:00:00,Graffiti,2
2018-01-02 18:00:00,Homeless Concerns,7
2018-01-02 18:00:00,MUNI Feedback,6
2018-01-02 18:00:00,Sewer Issues,4
2018-01-02 18:00:00,Sidewalk or Curb,1
2018-01-02 18:00:00,Street Defects,2
2018-01-02 18:00:00,Street and Sidewalk Cleaning,21
2018-01-02 18:00:00,Streetlights,2
2018-01-02 18:00:00,Tree Maintenance,1
2018-01-02 19:00:00,Abandoned Vehicle,6
2018-01-02 19:00:00,Blocked Street or SideWalk,1
2018-01-02 19:00:00,Encampments,6
2018-01-02 19:00:00,General Request - PLANNING,1
2018-01-02 19:00:00,Homeless Concerns,4
2018-01-02 19:00:00,MUNI Feedback,3
2018-01-02 19:00:00,Rec and Park Requests,1
2018-01-02 19:00:00,SFHA Requests,1
2018-01-02 19:00:00,Sewer Issues,2
2018-01-02 19:00:00,Street and Sidewalk Cleaning,15
2018-01-02 19:00:00,Streetlights,2
2018-01-02 20:00:00,Abandoned Vehicle,2
2018-01-02 20:00:00,Encampments,4
2018-01-02 20:00:00,General Request - PUC,1
2018-01-02 20:00:00,Graffiti,3
2018-01-02 20:00:00,Homeless Concerns,2
2018-01-02 20:00:00,Litter Receptacles,2
2018-01-02 20:00:00,MUNI Feedback,2
2018-01-02 20:00:00,Noise Report,1
2018-01-02 20:00:00,Rec and Park Requests,1
2018-01-02 20:00:00,Sewer Issues,1
2018-01-02 20:00:00,Sidewalk or Curb,1
2018-01-02 20:00:00,Street and Sidewalk Cleaning,8
2018-01-02 20:00:00,Streetlights,2
2018-01-02 20:00:00,Tree Maintenance,1
2018-01-02 21:00:00,Abandoned Vehicle,3
2018-01-02 21:00:00,Damaged Property,1
2018-01-02 21:00:00,Encampments,10
2018-01-02 21:00:00,General Request - COUNTY CLERK,2
2018-01-02 21:00:00,General Request - DPH,1
2018-01-02 21:00:00,Homeless Concerns,3
2018-01-02 21:00:00,MUNI Feedback,1
2018-01-02 21:00:00,Noise Report,1
2018-01-02 21:00:00,Rec and Park Requests,1
2018-01-02 21:00:00,Street Defects,2
2018-01-02 21:00:00,Street and Sidewalk Cleaning,7
2018-01-02 22:00:00,Abandoned Vehicle,7
2018-01-02 22:00:00,Blocked Street or SideWalk,6
2018-01-02 22:00:00,Encampments,49
2018-01-02 22:00:00,General Request - MTA,1
2018-01-02 22:00:00,Homeless Concerns,21
2018-01-02 22:00:00,Street Defects,1
2018-01-02 22:00:00,Street and Sidewalk Cleaning,26
2018-01-02 23:00:00,Abandoned Vehicle,2
2018-01-02 23:00:00,General Request - ANIMAL CARE CONTROL,1
2018-01-02 23:00:00,Graffiti,1
2018-01-02 23:00:00,Homeless Concerns,7
2018-01-02 23:00:00,Noise Report,1
2018-01-02 23:00:00,Rec and Park Requests,2
2018-01-02 23:00:00,Residential Building Request,1
2018-01-02 23:00:00,Sewer Issues,1
2018-01-02 23:00:00,Street and Sidewalk Cleaning,3
2018-01-03 00:00:00,Encampments,1
2018-01-03 00:00:00,General Request - MTA,2
2018-01-03 00:00:00,Graffiti,1
2018-01-03 00:00:00,Sign Repair,1
2018-01-03 00:00:00,Street and Sidewalk Cleaning,3
2018-01-03 01:00:00,Homeless Concerns,2
2018-01-03 01:00:00,Noise Report,1
2018-01-03 01:00:00,Street and Sidewalk Cleaning,3
2018-01-03 02:00:00,Noise Report,2
2018-01-03 03:00:00,Street and Sidewalk Cleaning,2
2018-01-03 04:00:00,MUNI Feedback,1
2018-01-03 04:00:00,Noise Report,1
2018-01-03 04:00:00,Street and Sidewalk Cleaning,1
2018-01-03 05:00:00,Abandoned Vehicle,3
2018-01-03 05:00:00,Encampments,1
2018-01-03 05:00:00,Homeless Concerns,2
2018-01-03 05:00:00,Noise Report,2
2018-01-03 05:00:00,Street and Sidewalk Cleaning,12
2018-01-03 06:00:00,Abandoned Vehicle,1
2018-01-03 06:00:00,Damaged Property,1
2018-01-03 06:00:00,Encampments,10
2018-01-03 06:00:00,General Request - MTA,1
2018-01-03 06:00:00,Graffiti,1
2018-01-03 06:00:00,Litter Receptacles,2
2018-01-03 06:00:00,MUNI Feedback,3
2018-01-03 06:00:00,Sewer Issues,2
2018-01-03 06:00:00,Street and Sidewalk Cleaning,13
2018-01-03 06:00:00,Streetlights,2
2018-01-03 06:00:00,Temporary Sign Request,1
2018-01-03 07:00:00,Abandoned Vehicle,10
2018-01-03 07:00:00,Damaged Property,3
